Estado,IBGE-Code,Município,PET_01,PET_02,PET_03,PET_04,PET_05,PET_06,PET_07,PET_08,PET_09,PET_10,PET_11,PET_12,PR_01,PR_02,PR_03,PR_04,PR_05,PR_06,PR_07,PR_08,PR_09,PR_10,PR_11,PR_12,latitude,longitude
MA,2109759,Santa Filomena do Maranhão,"108,12","95,90","103,39","97,65","106,48","112,30","123,29","143,76","149,15","150,79","128,93","121,09","168,77","183,30","235,07","185,30","76,63","16,27","6,37","6,63","12,33","31,67","72,53","103,27",-5.518932441887818,-44.61844188629348
MA,2109809,Santa Helena,"103,33","87,10","93,89","92,91","101,04","102,48","111,71","125,55","130,49","132,75","119,26","117,31","204,30","325,10","423,80","447,33","401,13","234,43","200,23","65,57","24,40","13,03","25,43","73,37",-2.419134426617534,-45.371273178387085
MA,2109908,Santa Inês,"107,22","91,02","98,43","94,03","104,14","106,35","118,40","134,70","144,72","153,45","136,12","125,88","207,23","271,87","336,30","275,27","209,47","39,33","35,77","13,20","10,70","21,43","68,97","97,70",-3.873480964631337,-45.43668626495675
MA,2110005,Santa Luzia,"104,71","89,43","96,97","94,14","102,43","106,59","118,36","134,00","138,21","143,52","126,57","119,00","172,10","247,37","287,40","220,10","146,93","19,70","19,87","6,73","10,77","22,83","88,07","125,87",-4.269820906570946,-45.93159722074783
MA,2110039,Santa Luzia do Paruá,"104,62","86,66","93,70","91,00","101,27","101,70","111,80","126,82","130,76","136,41","122,36","117,61","235,93","314,10","417,87","411,23","390,07","215,33","168,23","78,37","39,03","23,40","38,97","95,20",-2.5398318630868864,-45.7723077925608
MA,2110104,Santa Quitéria do Maranhão,"115,94","101,83","106,11","102,06","109,57","109,38","120,00","139,37","148,34","156,55","138,47","138,53","175,23","234,33","302,73","273,60","230,70","57,47","48,80","10,97","9,07","11,10","28,90","68,40",-3.345216660429969,-42.88006220162357
MA,2110203,Santa Rita,"109,70","95,54","101,43","97,17","108,68","106,15","117,47","136,76","143,34","146,62","128,27","125,56","204,83","267,70","348,60","317,33","287,13","79,13","73,47","25,50","17,87","19,20","36,83","78,70",-3.1595123225788084,-44.32871913385949
MA,2110237,Santana do Maranhão,"117,46","101,84","106,67","101,13","109,78","110,41","121,18","139,35","147,64","154,87","137,36","138,17","159,97","230,03","281,53","274,50","221,53","63,33","45,83","10,53","9,23","9,60","21,60","61,63",-3.197209246657274,-42.61467104245645
MA,2110278,Santo Amaro do Maranhão,"115,16","98,07","107,22","100,76","109,29","108,60","121,92","141,22","146,61","152,36","137,35","135,78","155,07","262,60","343,43","330,37","272,17","98,83","82,73","9,67","4,63","4,47","8,00","45,10",-2.623297441685497,-43.18409751797521
MA,2110302,Santo Antônio dos Lopes,"112,38","96,74","105,15","99,57","111,09","113,41","123,51","144,06","151,42","160,53","133,78","126,86","213,90","265,60","316,20","241,40","131,37","21,33","11,13","9,97","10,60","22,20","60,97","106,10",-4.826336013215648,-44.481155117951296
MA,2110401,São Benedito do Rio Preto,"114,11","98,25","103,33","100,20","110,77","108,67","117,95","137,63","146,39","154,56","136,56","135,02","220,70","291,03","384,00","344,63","305,27","66,23","66,60","14,90","11,77","15,90","31,50","86,90",-3.3753541924316584,-43.618444993377366
MA,2110500,São Bento,"104,97","88,99","97,00","94,60","103,77","102,94","113,50","127,56","132,92","139,85","122,93","118,58","200,23","278,23","350,27","328,00","337,27","151,30","126,50","33,33","15,40","12,13","22,93","71,33",-2.7983373930476776,-44.99931585078819
MA,2110609,São Bernardo,"116,66","102,65","110,28","105,90","110,86","110,93","121,35","139,02","144,54","152,58","134,74","133,01","155,47","225,23","266,93","269,67","219,97","67,37","43,70","11,60","8,53","8,47","19,60","59,87",-3.311975268148918,-42.40604666774532
MA,2110658,São Domingos do Azeitão,"108,67","94,20","101,70","96,41","105,01","112,96","123,65","142,68","147,49","149,18","123,64","117,77","173,50","195,67","197,13","154,27","52,23","8,60","6,87","4,97","15,43","61,87","118,17","161,57",-6.833240848035902,-44.61738033768618
MA,2110708,São Domingos do Maranhão,"108,92","96,18","103,80","97,98","106,81","113,02","122,77","144,32","149,39","150,80","130,47","121,54","171,70","174,00","224,27","186,30","65,33","11,50","4,47","5,23","14,50","35,63","72,50","113,93",-5.638202402804323,-44.33650185779796
MA,2110807,São Félix de Balsas,"108,10","95,13","102,75","101,22","106,88","114,07","125,78","144,58","149,43","150,99","123,11","119,78","164,00","163,83","173,80","120,53","50,70","6,23","9,07","3,43","12,90","57,70","109,77","142,30",-7.091720544433092,-44.88338409182008
MA,2110856,São Francisco do Brejão,"97,35","83,70","90,74","91,36","108,75","116,73","130,27","144,33","139,43","137,83","114,28","106,63","208,10","245,10","264,80","196,27","82,03","17,47","9,03","7,63","20,17","55,47","115,43","157,83",-5.158455221104164,-47.353716316672354
MA,2110906,São Francisco do Maranhão,"117,24","102,06","108,33","103,57","107,45","115,50","126,50","144,71","153,16","160,09","140,85","133,55","179,87","195,33","243,37","191,20","67,33","12,50","5,60","2,97","11,23","47,93","82,03","122,10",-6.208587485847517,-43.11389003248775
MA,2111003,São João Batista,"111,92","95,35","100,19","96,91","108,38","105,38","116,37","134,17","140,82","149,30","133,18","130,97","189,13","264,70","337,70","306,47","303,00","114,67","94,03","27,87","14,80","14,70","26,03","68,80",-3.006081731552025,-44.76450904477229
MA,2111029,São João do Carú,"102,48","86,61","93,93","89,45","101,78","105,31","115,25","129,98","134,79","139,39","124,38","117,73","222,03","276,37","365,30","283,80","215,57","55,97","50,77","27,27","23,73","35,60","79,00","125,67",-3.510803933275604,-46.3791593736957
MA,2111052,São João do Paraíso,"96,10","83,36","91,23","92,24","104,72","116,86","129,48","145,35","141,71","133,81","107,51","101,69","201,43","220,53","239,43","186,40","97,33","19,27","9,87","11,43","24,30","66,70","123,23","129,13",-6.463382531184334,-46.90046523634993
MA,2111078,São João do Soter,"116,55","99,56","107,07","100,68","109,04","113,80","123,33","144,40","152,74","164,51","140,97","133,14","207,37","240,20","283,53","240,73","119,23","21,70","9,53","4,60","12,03","26,57","54,50","105,97",-5.040188460470428,-43.766615996280656
MA,2111102,São João dos Patos,"114,94","98,57","105,36","100,15","104,80","112,94","123,17","142,48","149,87","155,95","132,13","127,33","182,47","188,10","220,07","160,80","50,57","11,87","6,70","4,87","13,30","52,00","100,33","145,80",-6.559450324151549,-43.63801422165948
MA,2111201,São José de Ribamar,"109,85","94,07","101,68","97,60","108,74","108,26","119,56","133,97","140,52","143,92","129,08","127,46","190,43","323,50","400,30","395,10","330,30","143,03","145,57","28,10","11,87","7,57","11,50","57,97",-2.5742496680002347,-44.13066188851264
MA,2111250,São José dos Basílios,"111,36","96,50","104,91","99,61","108,85","113,31","121,73","144,24","151,29","157,58","136,30","125,93","199,07","244,40","301,10","225,07","110,93","22,13","14,00","9,23","12,27","22,33","70,37","106,07",-5.039723792447111,-44.56841447627183
MA,2111300,São Luís,"109,35","93,78","100,63","96,50","106,62","106,90","118,75","133,00","137,85","142,09","127,49","126,50","212,03","330,40","393,60","388,80","332,73","130,67","132,17","27,23","17,13","10,70","15,00","66,37",-2.6336591522123616,-44.28089484066292
MA,2111409,São Luís Gonzaga do Maranhão,"111,59","95,51","104,61","100,19","110,74","111,71","121,89","143,63","151,91","155,31","135,42","127,95","224,87","279,53","326,17","246,73","166,07","22,70","12,60","11,43","9,17","23,17","56,40","102,77",-4.377374846443243,-44.62313739236075
MA,2111508,São Mateus do Maranhão,"112,64","96,86","103,38","99,01","111,73","111,17","119,83","136,67","143,69","155,12","134,19","127,68","228,00","277,30","325,40","270,37","198,17","32,30","24,63","15,87","15,73","28,50","62,37","101,33",-3.990159263680376,-44.5275763271224
MA,2111532,São Pedro da Água Branca,"95,34","81,51","89,36","90,41","109,64","121,52","135,37","147,40","138,97","134,23","110,84","102,71","240,43","284,43","311,63","228,77","113,73","25,00","13,43","12,37","22,73","70,57","113,93","181,33",-5.133556610186741,-48.36888962955069
MA,2111573,São Pedro dos Crentes,"99,70","85,14","92,94","92,28","104,70","117,11","129,75","146,45","144,92","135,38","110,20","104,08","203,67","209,67","228,97","172,13","77,93","16,13","8,27","7,93","22,63","73,23","121,50","133,47",-6.819577561119456,-46.70738448675061
MA,2111607,São Raimundo das Mangabeiras,"103,42","91,39","100,15","98,28","107,61","115,75","128,28","145,88","148,90","143,65","116,41","112,50","214,67","203,03","181,63","130,40","47,00","5,23","6,43","5,20","16,23","66,90","120,87","146,30",-7.013923290757174,-45.69093445586871
MA,2111631,São Raimundo do Doca Bezerra,"106,45","92,32","100,37","97,13","107,01","108,83","120,59","139,90","147,41","151,49","127,83","119,42","195,63","258,57","284,00","199,20","99,23","21,50","12,37","7,17","11,63","22,73","76,80","122,60",-5.089649771489485,-45.14622859556716
MA,2111672,São Roberto,"108,94","92,99","102,24","98,04","108,09","111,04","121,38","141,25","149,86","155,00","131,56","121,86","211,90","282,80","312,37","218,03","113,87","22,13","15,37","8,00","12,33","21,00","74,23","122,70",-5.018652561862514,-45.034939317257255
MA,2111706,São Vicente Ferrer,"105,85","89,22","97,18","95,28","103,34","103,69","113,83","129,71","136,01","141,54","122,40","118,98","202,67","276,17","352,70","323,63","332,10","136,67","114,97","31,43","15,83","14,57","26,27","75,07",-2.877272953281648,-44.94156581885647
MA,2111722,Satubinha,"108,10","91,38","99,74","95,59","105,57","107,58","118,90","134,62","143,95","150,43","131,28","123,27","218,43","273,53","334,37","279,40","197,33","36,33","30,90","12,57","10,00","21,77","65,97","93,30",-3.938640527390153,-45.259220973997046
MA,2111748,Senador Alexandre Costa,"113,61","98,36","106,63","100,29","108,91","114,10","123,84","144,95","152,80","161,63","136,80","129,71","188,57","215,03","255,90","218,73","95,53","20,10","8,77","3,20","14,27","31,13","56,57","102,73",-5.261006077799284,-43.98466431190474
MA,2111763,Senador La Rocque,"97,55","84,03","90,84","91,55","107,36","116,28","130,27","142,84","137,62","137,12","114,43","106,83","195,57","236,97","243,97","182,63","80,07","16,13","8,13","8,17","20,97","53,93","118,10","150,17",-5.388562773672446,-47.14434411182842
MA,2111789,Serrano do Maranhão,"107,87","87,52","94,67","89,99","102,59","99,27","110,16","123,48","130,21","134,85","125,82","120,89","92,03","200,77","291,53","332,47","290,63","173,33","88,43","26,57","8,40","5,27","19,43","23,90",-1.8733009597506207,-45.01734911229011
MA,2111805,Sítio Novo,"98,79","87,23","91,58","91,81","103,67","115,74","127,61","142,22","136,31","135,62","112,51","108,20","170,80","218,70","239,93","194,93","87,93","15,33","9,77","9,37","24,90","55,10","117,10","125,63",-6.2278593836168685,-46.59559451391594
MA,2111904,Sucupira do Norte,"111,52","97,12","104,77","101,76","107,31","113,30","123,89","145,26","149,97","155,03","127,01","123,65","202,90","212,40","234,27","175,90","67,47","13,27","7,87","8,13","14,53","61,07","102,20","157,90",-6.509852890362549,-44.33900998171784
MA,2111953,Sucupira do Riachão,"116,28","100,15","106,73","102,57","104,94","112,79","123,87","143,67","152,09","158,31","133,59","129,22","183,53","186,10","225,77","166,67","57,90","14,63","6,67","4,83","11,57","51,03","92,93","135,00",-6.406717482309484,-43.4852158459811
MA,2112001,Tasso Fragoso,"107,14","92,50","99,71","101,07","105,53","112,67","125,49","141,47","146,47","143,02","114,34","111,88","201,60","192,40","184,87","131,63","30,63","3,60","0,47","2,33","15,63","75,40","139,07","169,87",-8.332010616346045,-45.88626278947776
MA,2112100,Timbiras,"116,50","101,75","104,75","103,15","110,96","112,10","121,78","141,35","152,66","165,12","143,37","139,08","192,50","262,13","343,70","271,67","198,67","35,33","33,50","7,60","8,47","18,70","42,37","79,47",-4.153055935730287,-43.81347588256117
MA,2112209,Timon,"123,07","105,22","109,91","103,89","110,30","118,36","128,47","147,39","156,21","167,78","148,74","143,12","214,83","272,50","315,43","281,77","123,57","16,70","9,27","6,77","11,37","24,23","69,03","117,33",-5.185615533182853,-42.98107010104897
MA,2112233,Trizidela do Vale,"111,04","94,97","104,54","99,81","110,41","110,59","121,55","143,17","151,27","158,94","135,58","128,39","223,37","294,23","338,63","256,47","155,73","21,87","8,60","12,03","7,43","21,23","55,33","104,73",-4.539279469411259,-44.68180525086119
MA,2112274,Tufilândia,"106,06","90,16","98,18","93,98","103,81","106,13","117,23","131,84","139,89","146,41","129,38","120,93","213,67","270,50","347,10","276,10","232,10","39,17","42,77","17,67","14,60","26,53","71,23","103,00",-3.758078272555296,-45.58125457341039
MA,2112308,Tuntum,"107,31","95,13","102,71","97,51","106,57","112,35","123,07","142,68","149,43","152,20","127,59","119,60","167,20","175,60","223,03","173,17","74,03","16,53","6,20","5,93","11,07","33,77","70,27","101,57",-5.610386446623059,-44.73063217776084
MA,2112407,Turiaçu,"104,28","86,32","92,32","88,35","101,22","101,16","111,18","124,27","128,06","131,98","122,40","116,85","214,90","361,40","473,67","446,70","352,03","255,60","190,47","68,50","22,40","17,70","24,67","73,43",-1.7654070199999172,-45.463023524976194
MA,2112456,Turilândia,"103,87","86,56","93,11","89,56","100,92","100,43","110,81","124,44","128,47","131,34","119,35","117,07","214,37","354,53","455,50","474,47","388,30","253,07","206,90","66,30","23,73","15,13","25,80","73,13",-2.158964920684998,-45.43758050581289
MA,2112506,Tutóia,"124,29","105,21","111,63","100,81","112,61","113,08","124,30","143,72","150,78","158,59","144,81","144,61","156,90","257,50","293,67","290,37","227,00","68,23","38,60","4,13","4,53","5,40","9,50","45,73",-2.9230270352722107,-42.39055454733223
MA,2112605,Urbano Santos,"113,91","100,19","104,12","100,65","109,43","109,32","117,01","137,41","146,45","153,19","133,78","134,78","191,40","265,03","336,27","313,37","259,27","58,67","56,70","12,40","8,17","10,30","24,10","70,57",-3.2603392267537763,-43.2809867564223
MA,2112704,Vargem Grande,"116,08","100,72","104,21","101,61","110,76","108,53","118,16","140,20","150,31","161,45","139,32","137,19","229,13","296,17","405,43","340,23","315,47","61,47","61,10","12,67","13,07","22,57","42,20","101,10",-3.7108937044587553,-43.85380541595607
MA,2112803,Viana,"108,02","93,28","99,38","98,87","108,51","106,63","117,10","134,78","140,52","148,27","130,91","127,01","203,03","265,30","350,30","305,03","284,23","98,00","79,13","29,13","18,30","20,17","39,63","79,23",-3.156259325633503,-45.00261589769186
MA,2112852,Vila Nova dos Martírios,"95,95","81,90","89,04","90,76","107,83","118,18","134,01","146,97","138,01","135,46","112,05","103,80","234,53","275,53","303,80","225,00","106,87","24,50","11,73","10,33","21,73","65,77","113,50","177,47",-5.074771740778724,-48.080445843510006
MA,2112902,Vitória do Mearim,"109,83","92,21","99,91","96,70","106,48","106,65","118,32","137,08","144,26","154,74","135,29","128,79","219,47","269,20","352,47","301,53","245,00","62,70","47,73","21,77","16,20","25,37","58,00","88,50",-3.5680736548059486,-44.92216093875047
MA,2113009,Vitorino Freire,"108,04","93,57","100,11","94,54","105,15","108,96","118,84","137,57","145,86","154,52","132,89","122,84","201,87","272,07","323,07","254,93","156,30","22,97","23,20","6,70","8,57","15,67","70,70","117,97",-4.243906759303986,-45.312448069253215
MA,2114007,Zé Doca,"103,22","87,41","93,69","90,46","102,18","103,37","113,31","128,51","134,05","140,37","124,06","116,69","236,27","283,03","385,90","312,20","260,17","76,27","66,17","29,20","22,83","29,37","62,93","113,57",-3.259878430069752,-45.91271396384064
PI,2200053,Acauã,"142,72","120,54","125,05","118,67","113,36","116,70","119,79","137,26","147,87","163,86","147,15","150,13","73,93","79,47","110,13","64,50","11,67","2,27","0,80","0,00","2,20","9,23","34,10","56,17",-8.305941193045404,-41.00166034886552
PI,2200103,Agricolândia,"120,64","103,32","107,16","104,25","108,21","116,49","126,03","144,56","153,80","164,27","136,92","136,71","184,73","230,17","299,40","236,63","91,17","13,17","8,40","4,70","12,47","36,23","80,77","127,33",-5.768285066195095,-42.68241176098366
PI,2200202,Água Branca,"122,42","104,98","108,13","104,38","107,24","116,46","126,10","144,75","154,08","162,28","136,69","133,66","180,43","217,27","288,53","229,63","83,87","12,63","8,30","4,73","12,77","38,57","82,97","125,53",-5.914030245081179,-42.62810533899987
PI,2200251,Alagoinha do Piauí,"132,78","113,17","115,60","110,24","105,49","115,76","124,27","143,77","149,94","163,86","144,66","147,80","99,80","112,17","155,80","110,77","32,47","6,03","4,60","1,60","2,20","6,50","23,17","51,00",-6.929198823487507,-40.91973321914651
PI,2200277,Alegrete do Piauí,"134,21","114,63","116,97","111,85","110,43","118,75","126,74","145,54","150,20","165,18","144,91","147,07","109,80","113,97","145,10","86,73","23,90","3,67","2,57","0,80","3,33","8,30","24,17","60,60",-7.200422458167734,-40.797529251034845
PI,2200301,Alto Longá,"123,46","106,42","110,34","105,47","112,03","117,45","129,63","147,15","155,34","166,15","143,71","141,07","182,80","207,33","307,50","255,03","89,50","16,07","9,30","3,67","4,33","18,23","43,67","94,73",-5.379442913012306,-42.15465629054867
PI,2200400,Altos,"122,12","104,51","108,73","105,27","110,64","116,24","126,93","147,61","157,21","166,36","145,93","142,20","190,03","237,83","318,40","268,47","115,33","20,30","12,60","6,27","7,07","16,47","41,37","94,30",-5.014750356295732,-42.46965955660276
PI,2200459,Alvorada do Gurguéia,"123,91","111,46","112,28","110,78","113,88","114,55","124,51","143,78","147,07","157,85","133,49","130,12","133,03","150,07","148,70","103,60","19,13","3,90","2,60","0,77","7,47","45,10","105,97","112,20",-8.455994555274081,-43.96836248440263
PI,2200509,Amarante,"124,59","106,93","109,42","106,59","108,65","117,67","126,33","145,60","153,57","163,27","140,71","138,87","177,70","199,70","268,03","220,70","67,17","12,60","6,50","2,83","9,30","45,47","74,30","120,37",-6.370367241901183,-42.787799590730685
PI,2200608,Angical do Piauí,"121,66","106,40","109,00","105,13","107,29","116,38","124,86","145,70","151,70","158,61","135,87","134,85","177,07","199,27","280,73","230,80","75,63","13,83","8,07","5,47","12,73","43,77","79,27","124,87",-6.106837856556547,-42.75046268740358
PI,2200707,Anísio de Abreu,"135,54","119,57","119,57","114,83","114,91","112,97","120,40","138,80","143,92","159,66","137,69","137,37","111,63","110,70","124,17","93,27","9,47","3,30","0,87","0,00","4,40","28,30","84,63","99,93",-9.214081357152631,-43.04194122071979
PI,2200806,Antônio Almeida,"113,84","98,20","104,79","101,95","109,28","114,49","124,78","143,75","149,09","154,34","128,72","123,67","171,33","165,90","177,23","131,13","36,20","4,47","3,10","2,40","11,17","58,10","126,27","149,23",-7.219386748504331,-44.20271663987052
PI,2200905,Aroazes,"127,14","108,24","110,79","109,43","109,39","118,13","128,40","145,32","152,56","165,51","147,65","146,14","153,63","196,63","239,47","182,03","59,30","9,07","5,10","2,10","5,67","26,27","51,27","95,60",-6.12447940026617,-41.830328794749306
PI,2200954,Aroeiras do Itaim,"134,95","114,86","117,11","113,61","111,73","117,86","125,66","144,69","148,68","164,05","144,08","144,88","130,13","130,57","152,33","96,40","16,43","5,87","1,77","0,30","2,90","12,13","39,03","83,00",-7.250337587887916,-41.534279005340565
PI,2201002,Arraial,"128,06","109,18","113,01","107,49","111,25","117,53","126,46","148,07","151,97","161,64","137,61","139,52","178,07","195,20","232,57","179,33","47,60","10,60","4,87","1,67","5,27","40,77","75,90","121,83",-6.618116471787941,-42.52031377218019
PI,2201051,Assunção do Piauí,"123,34","106,03","109,67","102,92","104,21","112,25","123,01","140,74","145,68","158,10","139,88","141,90","89,33","121,30","203,73","162,67","39,13","9,50","3,63","0,67","1,47","8,17","18,00","44,63",-5.879973858455054,-41.06880220759707
PI,2201101,Avelino Lopes,"131,52","115,30","116,24","112,42","112,32","111,59","120,23","135,87","145,18","159,77","133,30","132,18","143,97","127,17","133,43","84,43","7,07","2,37","0,43","0,67","6,23","35,37","115,10","122,53",-10.17961956844326,-43.94236792723933
PI,2201150,Baixa Grande do Ribeiro,"111,43","96,20","102,59","105,77","108,46","113,24","122,88","141,34","145,40","149,17","119,95","118,55","176,63","179,30","181,77","125,47","36,17","3,50","0,57","1,10","11,63","60,60","130,87","148,27",-8.50574663823379,-45.16099318311527
PI,2201176,Barra D'Alcântara,"127,63","107,65","109,78","106,99","109,56","115,23","124,73","144,16","150,12","161,74","139,46","141,01","164,40","188,80","230,40","172,90","49,30","7,53","4,60","1,57","4,10","32,77","58,03","111,63",-6.529577623204812,-42.10649047814527
PI,2201200,Barras,"120,82","104,44","112,13","105,73","111,13","113,77","124,61","143,56","151,80","162,83","141,36","140,02","206,53","261,27","356,57","319,90","202,87","45,83","34,43","7,93","9,00","11,50","26,10","88,37",-4.189917496036133,-42.36806744703927
PI,2201309,Barreiras do Piauí,"115,31","99,11","105,06","105,82","109,80","111,63","121,91","139,75","146,19","149,81","119,08","120,55","209,03","192,80","170,07","116,50","16,57","1,17","0,10","0,27","12,03","63,83","161,17","164,33",-10.003448159191157,-45.710379797802766
PI,2201408,Barro Duro,"125,10","106,19","108,46","105,55","109,81","117,78","127,77","146,11","154,60","165,60","147,02","143,36","192,37","232,97","297,10","237,03","98,83","14,60","9,93","5,43","12,13","35,13","76,37","120,07",-5.801797542983759,-42.5027715043058
PI,2201507,Batalha,"123,19","109,23","115,78","108,35","112,96","115,14","126,48","144,47","150,40","163,83","142,24","141,18","204,47","250,47","336,13","326,73","196,97","52,73","34,50","8,00","9,83","13,37","27,87","91,50",-4.017558805599383,-42.05784790265943
PI,2201556,Bela Vista do Piauí,"139,59","120,23","122,35","117,67","115,29","118,57","123,70","143,50","147,34","162,78","143,89","146,71","115,70","124,10","148,03","78,50","9,70","2,47","1,87","0,00","1,90","14,50","46,17","77,47",-7.996067623200537,-41.855840043697306
PI,2201572,Belém do Piauí,"136,14","117,07","118,50","114,17","110,36","120,14","126,80","145,39","150,58","165,69","145,68","148,33","112,77","117,10","143,57","81,33","19,60","2,97","1,60","0,57","2,93","8,10","26,43","70,07",-7.389924731124613,-40.98243845776371
PI,2201606,Beneditinos,"126,48","107,81","111,03","106,96","112,75","119,70","130,08","148,20","157,41","167,78","149,67","145,29","201,87","227,13","323,63","269,13","94,87","18,53","12,57","3,67","9,20","28,23","55,50","112,87",-5.499388101652753,-42.39992438400117
PI,2201705,Bertolínia,"121,16","104,42","109,06","106,30","110,85","113,93","124,88","144,90","148,07","158,55","131,00","130,18","145,43","145,83","143,13","112,13","26,03","4,13","1,77","0,97","7,27","46,40","109,97","123,33",-7.744901191351071,-43.8771932582119
PI,2201739,Betânia do Piauí,"139,55","118,43","122,79","116,02","105,90","109,78","116,76","134,16","145,63","161,17","145,62","147,95","79,00","77,73","116,73","65,43","15,97","2,83","3,23","0,07","1,90","9,30","31,50","57,60",-8.11349433062195,-40.7512090542241
PI,2201770,Boa Hora,"124,19","107,49","112,82","105,07","115,81","115,72","127,87","146,67","152,18","165,07","143,81","142,74","193,83","254,93","364,87","309,90","148,00","32,97","19,70","5,70","7,50","11,57","26,10","80,27",-4.354232941037962,-42.10595352820426
PI,2201804,Bocaina,"132,63","113,82","115,96","112,52","108,37","117,30","125,49","144,92","149,33","163,43","145,91","146,60","126,40","123,47","158,67","108,07","28,33","6,30","1,60","0,83","1,13","10,17","28,93","66,23",-6.905972781667211,-41.30415870088462
PI,2201903,Bom Jesus,"121,99","108,44","111,28","109,83","111,90","114,61","122,55","142,05","147,81","156,77","128,48","125,87","142,90","147,47","169,93","108,37","23,83","2,03","1,53","1,07","6,90","51,67","125,60","138,40",-9.24575781113978,-44.54016928641058
PI,2201919,Bom Princípio do Piauí,"124,24","106,61","112,09","105,87","111,78","113,97","125,40","143,75","148,41","155,96","140,98","141,55","125,83","180,10","257,50","267,63","155,60","43,30","27,43","2,57","1,33","0,83","4,60","24,53",-3.1573646406076143,-41.63066528272161
PI,2201929,Bonfim do Piauí,"139,74","122,10","121,64","117,30","116,01","113,79","120,66","139,78","143,76","161,38","137,88","141,57","105,57","112,20","121,67","92,13","9,77","3,17","0,87","0,00","4,53","25,73","79,33","97,40",-9.171378155051723,-42.87583897898056
PI,2201945,Boqueirão do Piauí,"123,59","105,38","110,89","105,04","111,89","115,19","127,94","145,58","155,02","163,72","143,36","140,60","188,30","242,33","343,87","281,73","127,10","25,87","15,10","5,03","6,40","12,50","30,53","81,53",-4.540006622046653,-42.1116325253792
PI,2201960,Brasileira,"128,11","111,63","118,76","112,18","117,88","117,13","128,98","146,27","152,00","163,02","142,98","144,10","151,80","204,87","292,37","266,10","137,87","26,23","15,67","5,17","3,67","9,63","20,90","51,87",-4.120837001219244,-41.63662003346276
PI,2201988,Brejo do Piauí,"134,36","117,33","118,70","115,75","117,01","116,50","123,81","141,26","145,30","160,31","140,28","135,91","106,77","126,90","131,93","96,10","10,27","3,50","4,03","0,40","4,30","27,37","82,10","94,20",-8.382442153253576,-42.79098142134355
PI,2202000,Buriti dos Lopes,"121,79","106,79","110,10","102,84","109,85","111,11","124,27","140,63","144,87","153,48","137,29","138,50","129,47","193,20","264,13","296,77","189,33","65,30","36,07","8,93","3,33","2,20","7,83","36,00",-3.239302996314293,-41.80414600363667
PI,2202026,Buriti dos Montes,"124,02","106,66","110,47","103,37","107,58","113,79","127,28","143,13","149,44","162,39","142,57","144,29","114,77","138,83","230,97","178,17","59,00","12,00","6,80","2,90","1,33","3,60","18,33","46,50",-5.162349436763095,-41.19987879781378
PI,2202059,Cabeceiras do Piauí,"123,98","105,79","113,85","105,21","114,31","116,59","127,25","147,83","154,99","167,37","145,83","141,72","197,57","256,47","351,67","298,50","154,80","32,93","21,77","6,47","7,70","12,13","26,03","81,73",-4.431980593730035,-42.33373128767443
PI,2202075,Cajazeiras do Piauí,"129,61","110,84","111,90","111,19","109,17","117,78","126,33","147,18","151,28","161,45","139,65","138,30","174,53","184,20","209,97","153,77","39,63","10,03","4,83","0,70","5,47","38,87","73,40","116,70",-6.781886889565498,-42.45931666849663
PI,2202083,Cajueiro da Praia,"131,71","112,77","115,28","107,05","117,41","120,18","134,46","153,17","157,72","165,09","150,41","149,60","124,03","184,90","268,13","269,20","156,93","42,90","17,13","0,77","0,60","0,00","3,87","22,40",-2.992628526047441,-41.361546308374976
PI,2202091,Caldeirão Grande do Piauí,"133,16","112,80","115,50","109,63","108,26","115,08","123,50","141,88","147,42","163,38","145,61","148,13","119,83","120,93","149,47","86,80","26,17","4,27","2,50","0,73","2,77","8,63","27,33","62,50",-7.307997277629612,-40.62282402679898
PI,2202109,Campinas do Piauí,"137,51","118,94","119,56","116,29","116,08","118,93","126,11","144,34","147,60","165,12","142,55","144,24","126,83","131,03","141,20","84,50","10,43","2,70","1,87","0,00","1,20","14,67","47,90","82,53",-7.6565297117501565,-41.87142216535248
PI,2202117,Campo Alegre do Fidalgo,"141,74","121,89","123,22","118,03","116,74","116,36","123,26","140,21","145,56","162,65","143,01","142,73","93,43","110,13","131,37","72,80","7,97","3,00","2,00","0,03","3,40","15,03","48,33","71,97",-8.282808366196655,-41.82151944510437
PI,2202133,Campo Grande do Piauí,"132,08","114,52","116,02","112,00","109,69","117,77","125,20","143,92","148,55","163,07","144,86","145,28","106,43","115,27","146,80","96,03","24,07","4,53","3,23","0,77","2,87","7,60","25,53","62,63",-7.18320194663038,-41.06531934588111
PI,2202174,Campo Largo do Piauí,"120,24","102,64","108,80","103,57","112,21","112,85","122,62","141,62","150,57","160,15","140,53","137,72","198,17","252,50","338,30","312,10","247,33","54,33","51,43","10,83","9,70","11,20","36,67","89,30",-3.881141484040117,-42.54600411757684
PI,2202208,Campo Maior,"123,57","107,43","111,69","106,38","112,63","118,29","130,51","148,70","157,06","167,74","147,96","146,48","202,70","222,67","323,77","252,67","107,93","20,40","9,83","6,43","4,33","14,27","38,17","95,27",-4.876968251606222,-42.144966778183615
PI,2202251,Canavieira,"123,02","105,83","110,56","107,75","112,09","117,65","126,30","145,98","148,23","159,00","131,28","130,76","158,53","157,80","155,80","115,70","27,43","2,53","2,70","0,97","6,50","46,83","105,57","114,50",-7.557887022998453,-43.55869696541105
