Estado,IBGE-Code,Município,PET_01,PET_02,PET_03,PET_04,PET_05,PET_06,PET_07,PET_08,PET_09,PET_10,PET_11,PET_12,PR_01,PR_02,PR_03,PR_04,PR_05,PR_06,PR_07,PR_08,PR_09,PR_10,PR_11,PR_12,latitude,longitude
RO,1100015,Alta Floresta D'Oeste,"83,91","79,57","86,81","90,46","88,58","91,96","113,71","132,89","123,05","119,88","98,52","91,57","258,57","247,73","241,90","109,73","58,43","19,60","6,07","18,60","62,97","140,10","169,87","210,13",-12.470087453992608,-62.27465050164509
RO,1100023,Ariquemes,"80,87","72,48","81,43","77,46","87,73","91,45","110,48","121,79","110,49","108,06","97,41","83,46","318,50","350,23","317,83","186,80","111,93","17,30","6,53","20,67","95,23","174,27","261,97","292,40",-9.95189780338364,-62.95718243164299
RO,1100031,Cabixi,"96,20","85,42","92,01","96,24","92,83","93,61","117,30","136,95","128,96","130,08","115,48","103,33","290,13","253,30","232,17","138,13","55,97","20,63","10,60","15,57","54,53","142,43","172,53","233,97",-13.474891583199472,-60.63984708514055
RO,1100049,Cacoal,"83,57","74,90","84,66","82,02","89,56","91,55","112,54","130,35","113,60","114,89","102,12","86,23","387,73","333,20","278,63","154,53","59,77","17,23","8,10","19,17","78,90","138,97","226,47","262,30",-11.301229896064315,-61.3247133037258
RO,1100056,Cerejeiras,"93,05","84,71","90,38","94,51","90,85","93,84","116,55","136,54","127,04","127,51","113,24","100,16","282,27","247,33","230,17","117,23","54,20","19,17","8,77","16,03","52,07","146,90","162,03","192,23",-13.203512317516193,-61.26093251203459
RO,1100064,Colorado do Oeste,"92,28","82,88","89,12","92,58","90,76","92,71","115,46","133,49","125,18","124,69","108,90","98,46","293,93","269,63","248,47","146,93","58,20","18,17","10,23","19,30","60,37","154,70","176,57","228,57",-13.159069536096023,-60.550227264040224
RO,1100072,Corumbiara,"90,74","82,27","88,76","92,27","91,97","92,67","116,30","135,15","124,56","123,57","105,16","96,86","279,07","256,90","240,37","120,67","51,67","16,33","7,60","18,33","51,57","157,90","156,37","164,80",-12.926626475223363,-61.09166058240638
RO,1100080,Costa Marques,"85,63","79,66","87,05","87,02","90,15","93,03","110,93","130,88","127,55","120,42","107,51","92,47","258,47","266,03","237,77","134,47","82,43","18,13","10,43","26,60","79,50","139,83","161,97","216,33",-12.147210004677785,-64.0587717345586
RO,1100098,Espigão D'Oeste,"84,25","74,66","83,27","82,46","89,31","93,26","115,38","130,38","113,71","113,59","101,41","86,47","339,47","326,07","264,00","163,57","60,30","15,90","6,20","20,93","67,43","148,83","210,13","245,63",-11.351204336357172,-60.7847931875533
RO,1100106,Guajará-Mirim,"81,23","78,19","85,01","83,52","89,40","92,69","109,77","129,13","124,35","121,35","96,09","87,95","264,13","283,93","249,87","154,67","118,97","19,87","9,57","26,07","83,10","152,07","160,87","226,03",-11.30564675121219,-64.53757069574483
RO,1100114,Jaru,"81,16","72,11","81,79","77,85","86,77","90,07","111,03","124,26","109,79","107,98","95,95","83,27","311,80","324,00","297,70","170,40","95,37","17,83","7,37","25,43","86,83","151,73","224,47","257,50",-10.59220504302489,-62.58501293811602
RO,1100122,Ji-Paraná,"79,65","73,01","80,85","79,66","87,92","91,29","113,01","128,51","109,74","108,17","91,39","81,65","352,37","330,80","303,87","184,23","71,47","25,13","11,10","12,37","70,10","150,53","255,37","252,20",-10.462272923617386,-61.757324934030095
RO,1100130,Machadinho D'Oeste,"79,41","71,22","79,21","75,92","88,43","92,88","113,01","124,84","109,83","107,11","96,45","80,38","339,00","336,73","321,20","211,73","110,40","30,87","17,07","31,03","98,77","190,03","257,17","320,13",-9.204076200576326,-62.01038901584335
RO,1100148,Nova Brasilândia D'Oeste,"82,84","74,19","84,89","80,71","87,73","90,55","113,93","130,36","114,39","114,95","102,10","87,09","295,43","274,17","274,70","132,43","65,67","19,97","6,23","24,53","83,37","149,30","199,47","224,37",-11.643227628406796,-62.28029315480634
RO,1100155,Ouro Preto do Oeste,"80,47","71,28","81,28","77,39","86,27","90,15","111,06","126,00","108,40","108,08","97,75","83,03","340,40","333,20","313,03","166,90","88,70","22,17","10,83","18,17","85,73","160,77","252,53","252,10",-10.610454082083397,-62.172678732159696
RO,1100189,Pimenta Bueno,"87,54","77,38","86,88","88,31","91,36","94,74","116,66","132,45","117,73","118,72","105,25","90,57","305,37","315,00","258,13","135,50","58,93","13,80","5,10","24,10","66,67","164,40","189,50","206,23",-11.89448386493754,-60.8303733239942
RO,1100205,Porto Velho,"80,53","73,34","82,39","78,64","89,32","93,00","108,11","118,71","112,72","106,74","91,87","80,46","304,77","319,17","281,77","201,47","128,23","34,40","19,57","31,27","88,83","171,27","218,70","299,17",-9.153587992320098,-64.3068028068779
RO,1100254,Presidente Médici,"82,54","73,82","84,06","80,31","88,42","91,96","112,85","128,63","111,60","111,90","98,72","85,32","388,60","311,07","312,20","156,00","65,77","24,20","9,57","20,40","98,47","165,33","240,87","242,70",-11.166228387305283,-61.87797453512822
RO,1100262,Rio Crespo,"79,88","71,77","80,74","77,05","87,57","91,46","111,10","122,29","110,23","105,76","95,02","81,51","346,63","358,17","351,87","194,90","120,77","22,10","8,87","20,93","94,73","184,20","268,63","326,43",-9.64512241353648,-62.79006591654243
RO,1100288,Rolim de Moura,"87,47","75,41","84,16","78,76","87,60","91,95","110,86","126,85","114,83","110,50","101,20","92,52","303,57","274,87","280,60","131,63","61,73","17,77","7,53","27,23","85,50","149,90","212,30","250,50",-11.732542682157868,-61.77154456889721
RO,1100296,Santa Luzia D'Oeste,"84,58","75,51","85,12","83,36","88,20","91,41","113,38","131,34","116,25","115,08","101,54","88,35","281,87","272,13","265,90","119,00","54,53","14,30","5,77","22,30","69,67","151,73","187,97","212,17",-12.027173393807338,-61.70096946780278
RO,1100304,Vilhena,"87,66","77,33","85,49","87,12","92,27","94,65","116,91","132,94","118,49","118,46","102,62","91,26","320,07","327,40","260,37","155,37","58,13","15,63","4,40","16,10","60,87","154,63","202,80","216,23",-12.09562840961503,-60.24842789538923
RO,1100320,São Miguel do Guaporé,"79,85","75,44","82,29","86,96","86,20","90,36","107,32","128,14","118,07","115,02","93,07","86,40","275,23","277,83","258,97","134,83","83,10","19,20","9,43","28,47","76,27","138,90","176,23","206,63",-11.614867947203969,-62.98332736856187
RO,1100338,Nova Mamoré,"82,75","75,75","83,56","78,51","89,03","91,62","109,24","124,04","118,02","114,09","95,64","83,56","287,10","290,97","264,73","175,13","122,47","25,73","14,47","29,10","82,37","155,43","185,83","252,70",-10.382126592392796,-64.62914347031831
RO,1100346,Alvorada D'Oeste,"81,85","73,19","83,80","79,70","86,50","89,62","108,54","126,43","112,32","112,29","99,57","85,46","296,77","292,80","274,07","146,00","84,50","19,43","9,33","28,97","83,67","145,43","194,00","205,60",-11.311433438560217,-62.54497880355823
RO,1100379,Alto Alegre dos Parecis,"86,39","80,53","88,73","91,11","90,59","91,94","115,03","133,62","127,35","120,85","99,53","93,58","260,77","244,17","240,23","107,90","51,03","18,37","5,63","18,30","55,83","145,47","160,73","185,47",-12.593643506907988,-61.88080031614874
RO,1100403,Alto Paraíso,"80,34","72,59","81,84","77,87","88,05","91,64","111,58","121,73","110,72","107,91","98,28","82,58","343,23","351,77","328,50","200,67","130,47","25,17","8,77","21,17","98,70","172,43","238,37","309,87",-9.649453737353436,-63.39424432364167
RO,1100452,Buritis,"81,97","73,82","82,93","78,64","88,41","91,82","107,91","117,99","112,93","112,06","99,51","82,91","325,90","328,77","294,73","193,30","124,70","25,13","15,87","30,53","97,80","168,40","220,47","291,77",-10.052071909776409,-63.941173990099934
RO,1100502,Novo Horizonte do Oeste,"83,32","75,31","84,78","82,43","88,02","91,45","113,60","131,10","114,31","112,19","100,92","87,19","299,83","272,37","275,17","126,70","61,73","18,63","7,03","23,60","81,60","148,53","201,90","231,00",-11.681016313609282,-62.08319702781896
RO,1100601,Cacaulândia,"81,27","72,15","81,49","76,91","87,24","90,62","109,59","124,20","110,89","107,19","97,73","82,56","314,80","321,03","289,70","181,67","104,70","15,60","7,40","26,57","94,87","161,07","233,03","271,23",-10.331598004280574,-62.98723572242285
RO,1100700,Campo Novo de Rondônia,"81,86","73,74","82,73","78,14","88,10","91,18","109,45","122,53","113,47","110,53","99,54","84,75","328,53","343,37","298,60","193,80","112,70","24,73","17,17","35,07","93,60","159,93","225,10","293,30",-10.484909104121977,-63.79972916852042
RO,1100809,Candeias do Jamari,"77,97","72,59","79,53","80,79","90,62","93,93","112,16","121,87","112,15","105,76","89,24","81,45","341,87","351,60","358,63","198,90","136,00","34,57","11,87","21,43","87,93","160,60","238,30","320,70",-8.887096065478659,-63.325628800652815
RO,1100908,Castanheiras,"83,34","74,48","84,82","82,89","88,09","91,73","113,02","130,15","113,27","112,61","101,29","87,79","344,40","289,30","287,37","135,00","62,00","18,90","7,73","22,70","87,53","148,93","221,73","249,70",-11.470766427031004,-61.880082122058944
RO,1100924,Chupinguaia,"91,00","78,42","88,45","88,40","90,57","93,73","116,81","133,06","121,56","122,37","107,20","94,88","277,63","276,13","253,67","126,20","53,53","12,07","6,03","22,13","54,60","175,10","157,03","139,47",-12.537307613832212,-60.89840988992408
RO,1100940,Cujubim,"79,90","71,47","80,48","76,12","87,74","92,10","112,37","122,73","109,41","104,90","94,15","79,96","363,87","346,93","368,87","211,57","133,10","30,23","12,60","27,90","99,60","195,23","263,87","355,53",-9.171076207716332,-62.56535167371528
RO,1101005,Governador Jorge Teixeira,"79,70","72,87","80,48","78,42","86,59","89,42","110,14","125,29","114,38","110,93","90,27","81,75","308,70","314,40","273,33","172,57","102,47","16,53","9,57","30,10","87,03","149,50","203,67","243,37",-10.748117711098503,-63.184012312695245
RO,1101104,Itapuã do Oeste,"78,42","71,81","80,27","76,55","87,71","91,40","111,65","122,76","110,85","107,01","90,66","78,82","373,40","367,77","392,50","210,87","145,23","32,63","9,57","20,07","94,10","173,00","246,87","334,40",-9.17018292307418,-63.04499017167278
RO,1101203,Ministro Andreazza,"80,86","72,02","82,38","79,88","86,63","90,38","110,76","128,92","110,58","109,60","98,66","83,99","384,17","321,73","296,83","161,57","64,63","20,27","9,20","18,50","84,57","148,73","235,60","257,87",-11.160430450116833,-61.56902182400546
RO,1101302,Mirante da Serra,"80,37","73,28","82,79","78,58","86,58","89,46","108,32","125,43","112,86","109,73","96,07","83,47","287,73","299,03","266,70","156,50","93,33","16,40","9,53","31,70","78,43","138,40","186,00","204,23",-11.076779272148302,-62.847963396014
RO,1101401,Monte Negro,"81,06","72,36","82,22","77,36","87,28","90,44","110,06","122,38","111,21","108,36","96,74","83,37","342,37","326,37","284,53","187,77","116,87","17,20","10,07","24,13","103,50","172,30","235,07","288,60",-10.210979694167468,-63.37241090087501
RO,1101435,Nova União,"80,99","71,87","82,42","78,66","85,90","89,81","109,68","125,70","109,87","107,22","96,37","83,40","303,40","310,33","279,83","158,37","93,93","17,10","8,43","27,80","81,07","142,80","200,40","211,23",-10.88936511332289,-62.532456935265344
RO,1101450,Parecis,"86,61","77,27","86,10","87,08","89,68","92,77","115,11","133,09","118,83","118,49","104,54","90,95","270,40","273,00","256,67","116,43","52,53","13,10","5,63","21,73","61,07","163,63","167,80","166,20",-12.262301527174673,-61.41525332379341
RO,1101468,Pimenteiras do Oeste,"91,16","84,41","91,11","94,39","91,70","93,78","116,83","136,87","128,26","127,12","108,98","99,92","266,53","236,97","227,03","109,67","52,23","19,67","8,13","15,70","51,47","141,83","160,07","186,47",-13.17382549091306,-61.545345557533
RO,1101476,Primavera de Rondônia,"86,90","76,21","86,38","84,62","89,38","92,59","114,61","131,05","116,35","117,24","104,26","90,93","311,57","309,93","263,77","126,10","56,03","12,80","5,63","22,50","70,13","153,40","193,50","208,57",-11.878755557949692,-61.3153797889567
RO,1101484,São Felipe D'Oeste,"87,19","76,52","86,63","85,06","89,63","92,12","114,33","130,91","116,58","116,81","104,40","90,35","300,70","289,83","264,33","121,27","54,67","13,90","5,67","22,63","71,20","152,20","192,30","212,67",-11.904665517947883,-61.467057982691685
RO,1101492,São Francisco do Guaporé,"83,55","79,90","85,66","87,94","89,71","91,79","111,79","132,73","127,59","121,27","99,35","91,96","262,07","257,97","239,13","119,40","69,57","22,00","7,60","20,07","69,60","132,47","171,90","224,23",-12.368691729144135,-63.122126526854224
RO,1101500,Seringueiras,"82,78","75,99","84,77","81,74","87,06","90,46","108,46","128,70","118,41","116,30","101,23","87,80","269,37","275,03","254,67","135,47","83,20","20,43","9,50","29,40","79,77","143,20","174,03","210,63",-11.807224991097986,-63.2306829237034
RO,1101559,Teixeirópolis,"81,51","72,27","83,23","79,15","86,75","90,19","110,32","126,77","109,25","109,13","98,85","84,98","340,47","315,10","304,90","158,00","83,40","22,47","10,07","21,87","92,17","161,47","228,47","223,23",-10.943614399323485,-62.279788603054406
RO,1101609,Theobroma,"80,79","71,33","80,55","76,30","87,45","90,42","110,70","122,63","108,85","108,44","97,51","83,34","313,40","341,60","313,20","168,70","100,60","21,97","11,87","15,57","72,70","162,43","286,43","285,40",-10.121730580781652,-62.34241631390609
RO,1101708,Urupá,"82,20","73,09","82,70","79,32","86,29","90,58","108,89","125,07","111,15","110,47","97,93","86,08","319,13","303,83","289,73","153,03","85,23","20,03","10,27","26,77","88,73","151,87","208,47","210,63",-11.104034888469643,-62.42457023614274
RO,1101757,Vale do Anari,"79,74","71,47","80,03","76,02","87,83","91,96","112,67","124,67","109,35","107,09","96,06","81,20","298,63","385,33","323,83","188,03","77,90","26,77","18,03","8,17","63,37","153,47","281,90","265,13",-9.732440733281944,-61.93918151966472
RO,1101807,Vale do Paraíso,"81,21","72,27","81,23","79,43","87,39","91,41","111,56","125,43","110,15","109,07","98,68","83,40","334,40","340,23","314,33","168,83","87,73","23,03","11,63","14,87","79,17","160,33","269,97","264,80",-10.384155166485426,-62.09403932090869
AC,1200013,Acrelândia,"84,31","75,24","83,05","81,99","88,32","86,23","102,10","113,24","113,61","111,65","100,57","84,11","275,80","320,23","271,83","179,93","118,40","33,27","19,13","34,33","88,40","162,60","207,33","228,07",-9.933862033906117,-66.95013386351947
AC,1200054,Assis Brasil,"87,28","77,65","85,63","83,90","84,22","80,09","89,48","105,78","110,20","110,09","97,89","88,98","245,00","266,90","230,27","170,50","87,73","31,27","26,23","34,80","71,20","154,87","192,37","228,53",-10.779748771213889,-70.00568612060955
AC,1200104,Brasiléia,"88,32","77,15","85,21","80,80","84,96","80,99","92,82","108,60","109,72","103,17","97,70","87,00","252,53","257,57","226,87","155,23","78,50","25,77","20,30","26,87","67,13","142,00","183,23","211,63",-10.747344602037876,-69.20747958749251
AC,1200138,Bujari,"82,26","73,53","80,42","79,89","84,32","80,74","94,32","107,19","106,14","100,16","90,19","79,94","256,80","280,20","256,73","172,17","107,83","58,47","41,63","49,50","89,33","161,03","190,43","222,97",-9.614070470281115,-68.17367047096431
AC,1200179,Capixaba,"84,68","76,55","81,66","77,28","86,65","82,82","96,66","113,45","114,29","112,00","93,49","83,84","246,47","249,27","227,30","145,70","87,67","47,50","38,80","48,37","86,17","137,37","167,63","210,87",-10.474244694547298,-67.83584087361815
AC,1200203,Cruzeiro do Sul,"80,00","71,07","76,05","82,15","84,11","78,36","89,06","100,62","103,85","97,84","91,82","81,61","256,97","239,00","268,17","211,73","136,70","77,00","44,63","53,33","98,97","166,80","195,90","268,93",-7.971865335505831,-72.75477594066983
AC,1200252,Epitaciolândia,"88,97","79,02","85,19","80,62","86,02","82,92","94,38","111,23","112,10","105,37","97,49","88,37","284,03","263,63","247,97","154,13","77,67","25,77","21,10","28,80","74,27","140,73","179,83","217,37",-10.889172660666103,-68.61827601547057
AC,1200302,Feijó,"79,07","71,45","78,89","80,11","83,48","77,80","88,84","101,47","101,86","100,96","88,95","78,49","281,93","259,33","270,67","212,00","128,93","54,83","43,47","50,20","91,80","171,30","213,90","282,47",-8.924455081841772,-70.74477141196094
AC,1200328,Jordão,"82,05","73,72","80,04","83,12","86,29","78,38","89,48","103,55","105,94","102,40","95,13","83,15","230,00","181,73","230,83","203,17","88,63","44,17","26,03","45,77","90,33","138,43","187,63","241,80",-9.242648365536771,-71.90607934809918
AC,1200336,Mâncio Lima,"80,29","73,75","75,74","80,70","84,61","77,27","89,17","100,85","104,31","98,73","91,68","88,17","254,70","258,27","286,67","227,27","160,73","104,70","66,70","69,83","128,90","195,87","221,27","260,47",-7.504445629148893,-73.43911206506455
AC,1200344,Manoel Urbano,"80,87","73,33","80,38","80,35","84,12","78,94","90,63","104,24","104,71","98,92","90,13","80,89","307,33","287,80","271,80","214,83","114,63","47,17","31,10","41,23","82,00","188,77","237,83","276,43",-9.381085184748695,-69.85375735911023
AC,1200351,Marechal Thaumaturgo,"87,35","72,55","80,94","84,93","87,19","78,55","89,71","101,95","107,52","106,23","97,56","86,56","223,73","183,00","213,50","184,83","92,53","49,83","35,50","47,17","79,50","127,70","168,37","227,67",-9.096298765816426,-72.55919859691139
AC,1200385,Plácido de Castro,"85,12","75,71","83,27","82,03","87,28","84,89","99,90","111,43","113,84","111,73","100,06","84,19","247,20","274,17","242,17","156,20","101,70","45,57","35,27","49,33","93,30","148,37","179,80","215,67",-10.249055540247618,-67.3402985927148
AC,1200393,Porto Walter,"84,46","70,70","77,30","83,28","86,59","77,85","89,65","101,33","106,28","103,80","93,61","82,86","249,20","212,83","248,63","200,63","120,77","70,23","36,40","50,60","85,03","148,77","186,60","265,27",-8.491950328242813,-72.73352463615328
AC,1200401,Rio Branco,"83,92","76,35","81,61","78,55","84,27","80,25","94,11","108,46","110,00","107,43","91,40","81,95","265,50","261,23","243,83","162,17","93,20","46,27","33,90","43,20","84,13","148,50","183,60","217,60",-10.066023484961091,-68.37092629199074
AC,1200427,Rodrigues Alves,"84,32","71,11","75,87","80,16","85,10","77,33","89,25","100,93","104,67","100,21","91,79","84,15","240,57","243,40","272,17","216,07","142,33","89,73","54,00","62,67","112,23","177,23","203,03","251,67",-7.843842583785007,-73.22352524417963
AC,1200435,Santa Rosa do Purus,"81,19","73,57","81,11","80,97","84,55","78,59","89,32","102,52","103,23","97,26","91,13","81,90","286,17","267,63","264,60","207,17","110,07","43,87","31,50","43,63","85,97","177,07","222,47","270,87",-9.410680276168405,-70.39582109996603
AC,1200450,Senador Guiomard,"83,77","74,91","82,21","80,79","86,69","83,59","98,95","109,79","110,65","107,47","97,46","82,44","240,57","281,53","242,77","157,57","107,60","50,53","35,40","50,20","90,93","146,80","176,93","209,60",-9.99722874889154,-67.42759797460549
AC,1200500,Sena Madureira,"82,28","74,81","81,26","78,65","83,67","79,24","91,45","106,07","106,82","101,17","94,25","80,83","296,13","280,77","254,30","189,57","103,90","39,70","26,47","35,93","76,17","174,43","219,77","252,17",-9.771402479875338,-69.38177669739224
AC,1200609,Tarauacá,"77,61","71,07","76,51","79,04","84,21","76,99","88,57","99,86","101,29","97,44","88,69","80,32","265,53","220,97","257,07","201,50","140,80","75,63","50,17","53,73","85,37","148,97","189,33","274,90",-8.239374437033987,-71.44495591113922
AC,1200708,Xapuri,"86,34","76,91","83,40","78,13","85,11","81,87","92,97","110,07","112,71","106,99","95,33","84,34","293,67","269,07","257,43","164,83","80,63","28,07","23,27","28,93","77,03","143,67","183,80","221,57",-10.57551123424642,-68.5049042612598
AC,1200807,Porto Acre,"82,49","73,68","81,36","80,44","85,81","81,99","96,65","107,99","107,75","105,43","95,30","80,69","247,00","295,73","260,43","166,20","108,43","55,93","38,50","48,60","88,83","155,50","186,07","218,03",-9.629472427581534,-67.69852919945139
AM,1300029,Alvarães,"81,23","77,80","84,11","79,72","78,70","88,54","104,90","114,50","107,49","98,17","91,99","82,47","271,33","290,97","326,40","308,23","253,27","148,03","123,73","103,57","133,60","161,50","197,73","263,57",-3.694629627085333,-65.32436986744858
AM,1300060,Amaturá,"81,18","75,66","85,68","78,64","76,23","80,01","92,55","106,00","101,95","96,78","89,36","81,60","290,53","286,80","299,20","270,10","304,30","192,80","174,40","142,93","146,63","199,60","210,97","283,53",-3.418428853944527,-68.28653039853754
AM,1300086,Anamã,"85,56","80,37","85,48","82,20","83,82","94,84","113,15","117,73","114,38","109,40","99,19","90,09","309,37","318,07","344,73","323,60","262,33","148,77","87,33","83,23","107,23","138,43","202,97","285,47",-3.501879811676882,-61.718055545103134
AM,1300102,Anori,"84,46","79,87","85,22","81,80","82,87","95,23","114,05","118,71","113,60","109,08","97,03","89,26","295,93","291,93","349,43","320,40","253,70","133,23","83,73","88,00","110,80","149,67","214,17","301,30",-4.198693094335594,-62.09542430004995
AM,1300144,Apuí,"76,88","69,56","77,81","75,48","90,08","99,99","123,91","131,24","114,30","110,31","90,58","81,44","342,40","304,50","309,50","244,67","126,43","31,80","14,17","40,20","83,43","167,20","233,73","267,83",-7.7599274257832285,-59.43211122171906
AM,1300201,Atalaia do Norte,"76,51","73,23","77,92","73,81","77,45","80,67","90,65","101,58","99,21","96,71","89,72","80,90","311,93","294,73","313,30","285,33","219,47","150,43","110,70","102,17","157,23","209,90","269,60","283,47",-5.711871963734766,-71.74133297941295
AM,1300300,Autazes,"82,12","73,76","81,69","79,47","83,89","96,43","113,23","120,66","118,30","116,00","100,43","89,53","281,03","259,23","276,17","280,60","221,50","146,40","78,63","71,90","73,07","114,30","164,57","239,80",-3.7871971984202006,-59.52544423954752
AM,1300409,Barcelos,"97,02","98,79","96,54","86,39","81,08","84,94","101,50","109,84","109,24","109,18","101,50","94,46","141,43","165,93","210,13","278,00","340,23","256,50","243,30","145,50","122,80","119,97","156,97","151,07",-0.4650988850784636,-63.43472768512394
AM,1300508,Barreirinha,"86,96","74,73","81,66","80,54","86,40","99,50","113,89","127,16","128,11","130,19","109,38","94,60","297,80","289,67","327,33","296,87","254,50","175,43","132,57","103,10","55,40","82,53","130,50","196,97",-3.1290720797113623,-57.17243241902843
AM,1300607,Benjamin Constant,"80,89","75,23","82,29","77,40","79,78","83,03","95,86","106,68","104,64","98,27","90,94","81,06","328,43","298,90","315,47","249,13","218,40","130,70","103,77","104,93","150,30","198,00","250,13","278,50",-5.426679720956877,-70.27610302391182
AM,1300631,Beruri,"83,77","79,00","84,72","80,84","83,51","95,41","114,64","119,06","114,57","111,44","97,50","89,47","287,17","292,43","331,27","296,23","234,47","122,37","76,40","85,83","107,03","146,20","208,87","303,70",-4.6062594318134,-61.80424639022668
AM,1300680,Boa Vista do Ramos,"85,83","74,86","82,45","81,26","88,20","100,18","114,77","126,31","126,74","126,14","106,56","93,14","281,20","231,17","324,57","260,90","236,60","169,80","106,50","91,63","53,87","70,97","123,23","163,17",-3.1378414125726906,-57.67008514194832
AM,1300706,Boca do Acre,"79,85","71,64","79,68","78,36","83,66","81,05","95,13","106,80","106,16","102,63","86,63","77,23","292,47","337,97","310,97","223,50","135,70","48,37","28,57","33,23","72,33","193,87","234,43","265,53",-8.773157522571948,-68.04764433310048
AM,1300805,Borba,"81,33","73,91","81,80","79,44","86,61","98,67","117,68","123,76","117,68","116,09","97,68","87,96","284,70","271,47","279,73","265,27","214,90","112,80","61,37","69,07","83,57","130,23","176,70","245,17",-4.957648434751209,-59.53464277939842
AM,1300839,Caapiranga,"85,55","80,22","86,04","82,11","80,85","93,30","111,49","117,04","113,11","110,93","99,06","88,46","310,07","310,50","338,77","333,20","274,83","161,60","100,13","87,93","108,33","135,37","186,50","268,50",-3.082059805470297,-61.87769523635088
AM,1300904,Canutama,"78,30","73,10","82,70","78,33","85,23","91,78","110,89","116,39","110,32","102,41","90,93","79,41","372,30","364,90","311,73","264,40","138,30","42,70","27,03","40,43","103,70","164,07","222,63","321,23",-7.300769120499827,-64.06188667378075
AM,1301001,Carauari,"76,17","74,52","83,84","76,13","79,08","82,03","98,75","108,82","103,69","93,26","88,41","78,35","332,80","276,47","324,83","275,30","241,70","119,87","89,23","86,73","130,50","188,03","227,53","295,17",-5.11853321864478,-67.33745080428552
AM,1301100,Careiro,"82,50","75,66","82,46","80,20","83,48","95,41","113,06","118,76","116,92","114,10","99,99","90,26","278,40","271,97","282,20","272,17","222,97","130,67","74,10","56,83","71,53","112,70","171,60","249,90",-3.770476914745245,-60.18329776918664
AM,1301159,Careiro da Várzea,"83,79","75,45","83,35","80,43","86,10","97,57","112,95","121,20","119,96","116,83","101,89","89,38","286,33","271,70","304,10","291,93","232,77","127,07","75,10","66,17","73,27","119,13","170,03","243,43",-3.286054603125084,-59.59863978545915
AM,1301209,Coari,"80,38","77,49","83,60","79,36","77,14","91,21","109,80","115,44","109,16","100,14","91,97","84,32","262,83","260,90","299,60","269,77","205,60","96,97","79,63","70,70","112,33","128,87","197,50","252,87",-4.436348490127269,-64.12528494285603
AM,1301308,Codajás,"84,76","81,66","84,42","82,28","82,40","92,91","111,38","117,65","110,94","105,85","96,18","89,71","266,90","251,77","295,43","298,23","251,63","155,07","112,97","92,73","112,10","135,07","190,40","241,27",-3.28896966561752,-62.97331117275398
AM,1301407,Eirunepé,"77,65","72,89","78,68","76,14","82,53","81,10","93,25","102,55","102,25","97,17","89,53","78,55","321,37","300,53","321,90","233,47","171,33","90,83","58,70","68,70","121,13","193,63","255,70","301,83",-7.021978120304339,-70.21824232867702
AM,1301506,Envira,"77,16","73,33","78,86","76,57","83,79","80,07","92,85","102,24","103,13","94,71","89,10","80,26","323,63","290,80","322,50","239,40","176,20","81,70","54,83","55,00","98,53","188,57","253,67","308,03",-7.573270004631183,-70.05504502297569
AM,1301605,Fonte Boa,"86,64","81,22","87,58","82,51","80,09","84,41","96,20","109,16","106,33","100,63","92,19","85,98","270,77","255,07","296,83","317,80","346,03","231,53","195,50","148,67","155,20","180,27","199,33","244,57",-2.490998219591688,-66.35790939838114
AM,1301654,Guajará,"77,14","71,06","75,11","75,42","81,56","76,81","89,17","99,88","101,30","96,09","88,58","81,04","271,57","259,43","278,73","235,13","154,40","96,77","72,50","67,23","123,10","186,13","214,17","263,90",-7.229798399099218,-72.84466842112882
AM,1301704,Humaitá,"79,42","73,62","81,26","76,62","87,03","94,59","114,09","124,00","114,51","106,62","91,54","80,93","303,20","309,00","346,17","249,57","137,40","52,93","22,40","32,57","93,43","150,57","215,20","311,57",-7.361265271061781,-62.4864432288404
AM,1301803,Ipixuna,"76,43","71,91","77,43","76,28","80,78","79,03","90,84","100,04","100,43","95,80","88,36","78,68","266,83","237,23","300,17","244,67","181,40","121,63","72,90","70,83","129,67","179,93","254,33","292,70",-7.180485577989531,-71.4128936568244
AM,1301852,Iranduba,"87,45","78,63","84,40","81,48","89,85","98,12","114,65","120,21","119,19","115,41","106,47","93,13","281,00","281,60","300,30","295,73","210,73","105,40","61,03","43,50","66,67","110,27","157,53","246,50",-3.0952561687845184,-60.479652596836665
AM,1301902,Itacoatiara,"83,46","74,06","81,90","79,71","84,60","97,33","113,03","123,75","121,98","120,47","103,92","90,99","306,30","280,30","326,53","294,80","230,17","140,97","78,33","69,80","62,33","98,73","140,97","206,30",-3.174088305474512,-58.77534263991878
AM,1301951,Itamarati,"76,74","72,68","80,86","75,38","79,05","81,19","97,08","106,17","104,34","93,82","88,80","76,93","364,33","305,90","342,63","263,77","169,47","87,00","51,43","51,87","87,13","217,03","260,57","330,60",-6.682808442798719,-68.11283639240774
AM,1302009,Itapiranga,"86,55","75,81","82,89","80,82","84,17","97,20","111,52","122,20","123,05","122,24","108,04","91,83","284,17","263,73","310,67","297,83","241,83","144,80","85,00","65,07","54,13","92,10","122,27","200,70",-2.497241337238453,-58.6133030293781
AM,1302108,Japurá,"84,66","78,43","87,78","80,41","78,80","78,16","88,52","99,88","100,95","97,31","90,83","86,15","343,23","285,80","305,00","315,73","354,27","249,97","262,50","206,10","211,70","224,60","236,50","306,87",-1.6970797706861755,-68.32117302687814
