Data,Tmax (°C),Tmin (°C),Tmed (°C),UR (%),Vel. Vento (m/s),Radiação solar (MJ/m²d),Chuva (mm),Ano,Radiação solar (KJ/m²d)
04/03/2023,"32,6","21,2","26,9","79,04166667","1,416666667","18,6176","0,6",2023,"18617,6"
05/03/2023,"31,8","20,1","25,95","74,125","2,041666667","21,2915",0,2023,"21291,5"
06/03/2023,"33,5",18,"25,75","68,25","1,041666667","22,3493",0,2023,"22349,3"
07/03/2023,"34,6","17,8","26,2","65,66666667","1,791666667","21,5526",0,2023,"21552,6"
08/03/2023,"29,2","21,1","25,15","78,79166667","0,9583333333","7,1635","2,8",2023,"7163,5"
09/03/2023,"27,1","20,2","23,65","84,58333333","1,875","3,3756","18,2",2023,"3375,6"
10/03/2023,"33,1","18,8","25,95","75,95833333","0,75","20,7556","0,2",2023,"20755,6"
11/03/2023,"32,3","19,9","26,1","75,25","0,75","16,5913",3,2023,"16591,3"
12/03/2023,"32,5","20,7","26,6","75,91666667","1,375","16,8003","27,6",2023,"16800,3"
13/03/2023,"31,2",21,"26,1","78,58333333","1,791666667","15,1048","9,6",2023,"15104,8"
14/03/2023,"29,4","21,1","25,25","80,625","1,333333333","9,7958","1,2",2023,"9795,8"
15/03/2023,"30,5","22,4","26,45","73,70833333","1,5","13,4051",0,2023,"13405,1"
16/03/2023,"31,1","21,7","26,4","72,83333333","1,416666667","17,1149",0,2023,"17114,9"
17/03/2023,"32,8","22,4","27,6","66,20833333","1,25","17,5208",0,2023,"17520,8"
18/03/2023,"33,4","20,9","27,15","68,375","1,333333333","19,5958",0,2023,"19595,8"
19/03/2023,"33,6","19,6","26,6","74,25","1,291666667","20,2496","16,4",2023,"20249,6"
20/03/2023,"34,6","18,7","26,65","67,83333333","0,9166666667","19,1186",0,2023,"19118,6"
21/03/2023,"33,9","20,3","27,1","66,70833333","1,25","20,1319",0,2023,"20131,9"
22/03/2023,"34,8","21,3","28,05","66,08333333","1,208333333","20,2203",0,2023,"20220,3"
23/03/2023,35,"21,2","28,1","64,875","1,291666667","19,4452",0,2023,"19445,2"
24/03/2023,"35,3","21,4","28,35","67,75","0,9583333333","19,3455",0,2023,"19345,5"
25/03/2023,34,"21,7","27,85","75,125","1,041666667","12,7464","1,8",2023,"12746,4"
26/03/2023,"29,6","21,2","25,4","76,79166667","1,833333333","15,6024",0,2023,"15602,4"
27/03/2023,"30,8","16,3","23,55","69,5","1,291666667","19,2838",0,2023,"19283,8"
28/03/2023,33,"18,9","25,95","70,79166667","1,5","18,4063",0,2023,"18406,3"
29/03/2023,"34,3",22,"28,15","71,08333333","1,333333333","17,7352","0,2",2023,"17735,2"
30/03/2023,"26,4","17,7","22,05","79,33333333","1,666666667","9,417","5,8",2023,9417
31/03/2023,"31,7","16,8","24,25","72,83333333","1,291666667","19,1819",0,2023,"19181,9"
01/04/2023,"30,9","20,2","25,55","73,25","1,875","18,57",0,2023,18570
02/04/2023,"30,9","12,9","21,9","59,83333333","1,125","19,9224",0,2023,"19922,4"
03/04/2023,"32,3","16,2","24,25","66,625","1,375","18,2407",0,2023,"18240,7"
04/04/2023,"32,8","19,1","25,95",70,"1,291666667","14,6834",0,2023,"14683,4"
05/04/2023,"27,7","18,7","23,2","76,375","1,333333333","8,6753",0,2023,"8675,3"
06/04/2023,"23,1","18,2","20,65","88,75","1,25","3,5635","23,2",2023,"3563,5"
07/04/2023,"27,9","17,5","22,7","83,625","0,875","12,7755","0,4",2023,"12775,5"
08/04/2023,"27,9",18,"22,95","83,375",1,"13,4761",0,2023,"13476,1"
09/04/2023,"30,8","17,3","24,05","78,29166667","0,9166666667","15,9806",0,2023,"15980,6"
10/04/2023,"30,7","19,2","24,95","73,20833333","1,583333333","17,7668",0,2023,"17766,8"
11/04/2023,31,"17,7","24,35","70,79166667","1,375","17,7683",0,2023,"17768,3"
12/04/2023,"32,5","16,8","24,65","68,875","1,083333333","17,6661",0,2023,"17666,1"
13/04/2023,"27,4","18,2","22,8","76,91666667","1,916666667","7,9339","10,4",2023,"7933,9"
14/04/2023,28,"18,6","23,3","82,79166667","0,7083333333","12,4033","0,4",2023,"12403,3"
15/04/2023,"28,1","17,9",23,"82,58333333","0,7916666667","10,6618",0,2023,"10661,8"
16/04/2023,"29,8","19,1","24,45","83,08333333","1,125","7,6015","45,8",2023,"7601,5"
17/04/2023,"22,6","19,6","21,1","93,45833333","0,4583333333","2,1354",72,2023,"2135,4"
18/04/2023,"25,8","17,9","21,85","82,54166667","1,833333333","13,3323","8,6",2023,"13332,3"
19/04/2023,23,"10,8","16,9","73,20833333","1,875","13,5062",0,2023,"13506,2"
20/04/2023,"22,5","11,6","17,05","65,66666667","1,666666667","17,5989",0,2023,"17598,9"
21/04/2023,"25,8","8,3","17,05","67,91666667","1,208333333","17,441",0,2023,17441
22/04/2023,"26,9","11,1",19,"66,75","1,666666667","15,7276",0,2023,"15727,6"
23/04/2023,29,"12,4","20,7","70,5","1,041666667","15,1614",0,2023,"15161,4"
24/04/2023,"29,4","18,1","23,75","66,79166667","1,666666667","14,4176",0,2023,"14417,6"
25/04/2023,"27,4",17,"22,2","78,95833333","1,875","10,981",43,2023,10981
26/04/2023,"24,4",17,"20,7","86,375","0,8333333333","8,2475","1,4",2023,"8247,5"
27/04/2023,"24,7","13,5","19,1","81,20833333","0,75","14,5108",0,2023,"14510,8"
28/04/2023,"26,9","12,6","19,75","76,20833333","0,875","16,2019",0,2023,"16201,9"
29/04/2023,"27,9","14,5","21,2","75,29166667","1,5","16,0582",0,2023,"16058,2"
30/04/2023,"28,5","15,8","22,15","70,79166667","1,666666667","15,7137",0,2023,"15713,7"
01/05/2023,30,"16,9","23,45","69,79166667","1,416666667","14,3751",0,2023,"14375,1"
02/05/2023,"28,6","18,3","23,45","77,5","1,125","10,0892",0,2023,"10089,2"
03/05/2023,"23,3","19,9","21,6","91,88235294","0,8235294118","2,7379","34,2",2023,"2737,9"
04/05/2023,"27,4","18,6",23,"88,625","0,75","8,1437","0,4",2023,"8143,7"
05/05/2023,"30,2","19,8",25,"82,04166667","1,125","10,4677",0,2023,"10467,7"
06/05/2023,"27,4","19,9","23,65","81,33333333","0,75","8,1893",0,2023,"8189,3"
07/05/2023,"28,9","19,5","24,2","79,16666667","1,333333333","12,2846","2,8",2023,"12284,6"
08/05/2023,"22,7","18,2","20,45","87,70833333","1,583333333","5,9734","1,4",2023,"5973,4"
09/05/2023,"24,9","16,6","20,75","82,70833333","1,666666667","12,5022",0,2023,"12502,2"
10/05/2023,"24,1","10,7","17,4","77,54166667","1,333333333","15,2728",0,2023,"15272,8"
11/05/2023,"23,9","8,5","16,2","70,5","1,458333333","14,991",0,2023,14991
12/05/2023,"23,1","8,7","15,9","69,875","1,5","14,7167",0,2023,"14716,7"
13/05/2023,"23,8","6,3","15,05","70,625","1,25","14,9905",0,2023,"14990,5"
14/05/2023,"25,6",8,"16,8","70,04166667","1,125","14,6524",0,2023,"14652,4"
15/05/2023,"26,8","8,9","17,85","72,95833333","1,416666667","14,6032",0,2023,"14603,2"
16/05/2023,"28,4","9,1","18,75",70,"1,291666667","14,7239",0,2023,"14723,9"
17/05/2023,"26,3","8,6","17,45",65,"1,916666667","14,1616",0,2023,"14161,6"
18/05/2023,"26,4","11,3","18,85","67,79166667","1,166666667","14,1737",0,2023,"14173,7"
19/05/2023,"26,1","11,1","18,6","71,41666667","1,375","13,9781",0,2023,"13978,1"
20/05/2023,"23,1","11,6","17,35","76,79166667","1,208333333","7,0039",0,2023,"7003,9"
21/05/2023,"24,1","13,8","18,95",74,"1,625","6,2765",0,2023,"6276,5"
22/05/2023,"23,8","16,3","20,05","80,75","1,916666667","5,1486","4,2",2023,"5148,6"
23/05/2023,"28,7","18,3","23,5","65,04166667","1,791666667","13,0769",0,2023,"13076,9"
24/05/2023,"28,5","16,3","22,4","63,66666667","2,083333333","13,3555",0,2023,"13355,5"
25/05/2023,"28,9","15,1",22,"62,91666667","1,875","13,2211",0,2023,"13221,1"
26/05/2023,"29,3","19,3","24,3","60,54166667","1,875","12,088",0,2023,12088
27/05/2023,24,"18,2","21,1","74,54166667","1,458333333","2,4419","16,8",2023,"2441,9"
28/05/2023,"22,7","17,2","19,95","87,70833333","1,375","6,1538","0,6",2023,"6153,8"
29/05/2023,"23,5","14,3","18,9","87,79166667","1,125","6,5043",0,2023,"6504,3"
30/05/2023,"21,3","15,6","18,45","82,45833333",1,"5,5642",0,2023,"5564,2"
31/05/2023,"24,5","12,8","18,65","81,29166667","1,083333333","9,4596",0,2023,"9459,6"
01/06/2023,"26,9","12,8","19,85","79,375","0,8333333333","12,4716",0,2023,"12471,6"
02/06/2023,"26,4","12,9","19,65","75,375","1,833333333","13,2293",0,2023,"13229,3"
03/06/2023,"26,6","13,5","20,05","73,58333333","1,041666667","13,1432",0,2023,"13143,2"
04/06/2023,"27,6","13,2","20,4","75,66666667","0,9166666667","13,1488",0,2023,"13148,8"
05/06/2023,28,"12,2","20,1","75,91666667","0,5833333333","11,6561",0,2023,"11656,1"
06/06/2023,26,"12,8","19,4","71,625","1,75","12,6142",0,2023,"12614,2"
07/06/2023,"26,8",12,"19,4","68,83333333","1,375","12,5168",0,2023,"12516,8"
08/06/2023,"27,8","12,4","20,1",72,"1,083333333","12,7541",0,2023,"12754,1"
09/06/2023,"28,6","13,5","21,05","63,5","1,5","12,9816",0,2023,"12981,6"
10/06/2023,"27,9","17,1","22,5","62,20833333","1,75","6,9311",0,2023,"6931,1"
11/06/2023,"23,6","14,1","18,85","79,79166667","1,625","1,5817","14,8",2023,"1581,7"
12/06/2023,"14,9","10,6","12,75","86,66666667","3,083333333","3,0012","13,8",2023,"3001,2"
13/06/2023,"11,4","8,6",10,"84,29166667","3,083333333","2,004","1,4",2023,2004
14/06/2023,"11,1","8,6","9,85","94,41666667","0,9166666667","1,5201","15,2",2023,"1520,1"
15/06/2023,"12,8","9,9","11,35","92,0952381","1,619047619","1,7716","4,2",2023,"1771,6"
16/06/2023,"13,9","10,5","12,2","87,29166667","0,9583333333","4,1929","0,2",2023,"4192,9"
17/06/2023,"16,6","11,1","13,85","84,54166667","0,625","5,5937","0,8",2023,"5593,7"
18/06/2023,"20,1","6,5","13,3","75,16666667","1,5","12,9894",0,2023,"12989,4"
19/06/2023,"22,6","7,4",15,"73,75","1,791666667","13,0286",0,2023,"13028,6"
20/06/2023,"25,2","10,3","17,75","71,45833333","1,583333333","12,342",0,2023,12342
21/06/2023,"21,9","13,4","17,65","76,875","1,625","4,4184",1,2023,"4418,4"
22/06/2023,"22,2","16,4","19,3","83,16666667","2,041666667","3,0483",5,2023,"3048,3"
23/06/2023,"21,3","16,6","18,95","78,04166667","1,958333333","2,4473","12,6",2023,"2447,3"
24/06/2023,"28,6","14,8","21,7","66,54166667","1,791666667","12,2997",0,2023,"12299,7"
25/06/2023,"29,1","15,2","22,15","65,33333333","1,625","12,4327",0,2023,"12432,7"
26/06/2023,"28,4","15,6",22,"65,83333333","1,625","12,5392",0,2023,"12539,2"
27/06/2023,"27,5","13,3","20,4","67,54166667","1,333333333","12,8346",0,2023,"12834,6"
28/06/2023,"28,3","12,4","20,35","68,75","1,166666667","12,5215",0,2023,"12521,5"
29/06/2023,27,"13,6","20,3","75,125","1,041666667","11,9731",0,2023,"11973,1"
30/06/2023,"26,7","13,9","20,3","74,41666667","1,041666667","12,1221",0,2023,"12122,1"
01/07/2023,"26,3","12,6","19,45","77,33333333","1,041666667","12,3746",0,2023,"12374,6"
02/07/2023,"27,1","12,4","19,75","75,08333333","1,041666667","12,7354",0,2023,"12735,4"
03/07/2023,"26,9","12,3","19,6","69,70833333","1,666666667","12,7665",0,2023,"12766,5"
04/07/2023,"25,8","13,6","19,7",67,"1,708333333","13,0125",0,2023,"13012,5"
05/07/2023,"26,6","13,7","20,15","62,66666667","1,791666667","11,0114",0,2023,"11011,4"
06/07/2023,"24,6","15,2","19,9","61,16666667","1,833333333","7,222",0,2023,7222
07/07/2023,"26,8","18,2","22,5","56,66666667","1,958333333","7,3974",0,2023,"7397,4"
08/07/2023,"23,4","17,7","20,55","70,33333333","1,458333333","4,4849","0,4",2023,"4484,9"
09/07/2023,"26,4","17,7","22,05","82,83333333",2,"7,7476","2,6",2023,"7747,6"
10/07/2023,"22,8","17,8","20,3","86,70833333","1,583333333","3,3311","25,2",2023,"3331,1"
11/07/2023,"28,4","19,1","23,75","77,25","1,125","6,1997",0,2023,"6199,7"
12/07/2023,"29,2","16,8",23,"70,625","2,333333333","6,1062","7,4",2023,"6106,2"
13/07/2023,"16,9","10,6","13,75","78,41666667","4,833333333","4,9344","0,2",2023,"4934,4"
14/07/2023,"16,2","5,6","10,9","76,125","2,083333333","12,5923",0,2023,"12592,3"
15/07/2023,"20,8","3,8","12,3","74,95833333","0,875","10,9585",0,2023,"10958,5"
16/07/2023,"25,6","11,7","18,65","68,08333333","0,7083333333","10,8703",0,2023,"10870,3"
17/07/2023,"19,1","13,1","16,1","80,79166667","1,166666667","4,9148",0,2023,"4914,8"
18/07/2023,"17,3","10,4","13,85",83,"1,375","6,6891",0,2023,"6689,1"
19/07/2023,"23,2","8,7","15,95","83,75","0,7083333333","7,4672",0,2023,"7467,2"
20/07/2023,"27,4",14,"20,7","70,54166667","1,541666667","8,0137",0,2023,"8013,7"
21/07/2023,"29,1","18,6","23,85","63,33333333","2,791666667","12,8095",0,2023,"12809,5"
22/07/2023,"29,8","20,1","24,95","60,25","2,208333333","13,1774",0,2023,"13177,4"
23/07/2023,"30,6","14,9","22,75","57,29166667","1,25","13,432",0,2023,13432
24/07/2023,"29,1","18,2","23,65","60,83333333","1,666666667","9,7555",0,2023,"9755,5"
25/07/2023,"30,5",17,"23,75","57,5","1,666666667","13,3877",0,2023,"13387,7"
26/07/2023,"27,5","18,3","22,9","60,75","1,5","2,4927",1,2023,"2492,7"
27/07/2023,"20,1","16,8","18,45","96,625","1,708333333","2,2609","1,4",2023,"2260,9"
28/07/2023,"21,4","17,2","19,3","95,41666667","5,708333333","4,687",19,2023,4687
29/07/2023,"22,4","15,2","18,8","90,875","1,666666667","13,1099",0,2023,"13109,9"
30/07/2023,"26,4","13,9","20,15","85,5","1,541666667","16,5609",0,2023,"16560,9"
31/07/2023,"28,1","16,3","22,2","76,66666667","1,958333333","17,12",0,2023,17120
01/08/2023,"28,1","15,9",22,"76,25","1,916666667","17,0681",0,2023,"17068,1"
02/08/2023,"29,8",18,"23,9","66,29166667","2,458333333","17,7575",0,2023,"17757,5"
03/08/2023,"30,5","15,2","22,85","62,95833333","1,708333333","17,2054",0,2023,"17205,4"
04/08/2023,"30,3","14,1","22,2","65,91666667","1,541666667","17,492",0,2023,17492
05/08/2023,"31,8","14,7","23,25","61,83333333","2,25","17,8818",0,2023,"17881,8"
06/08/2023,"32,1","17,9",25,"54,625","2,833333333","17,4489",0,2023,"17448,9"
07/08/2023,"27,5","19,4","23,45","65,125","3,25","9,2394",3,2023,"9239,4"
08/08/2023,"22,3",17,"19,65","89,41666667",2,"2,8514","3,6",2023,"2851,4"
09/08/2023,"22,7","16,8","19,75","92,45833333","3,166666667","8,0123","40,8",2023,"8012,3"
10/08/2023,"30,1","17,9",24,"77,04166667","3,25","14,2179",0,2023,"14217,9"
11/08/2023,"31,5",22,"26,75","62,79166667","3,458333333","14,7423",0,2023,"14742,3"
12/08/2023,"24,5","16,4","20,45","89,33333333","3,375","3,3551","21,4",2023,"3355,1"
13/08/2023,"21,1","10,2","15,65","76,375","3,375","15,0304",0,2023,"15030,4"
14/08/2023,"25,5","12,3","18,9","76,5","1,25","16,3117",0,2023,"16311,7"
15/08/2023,"29,3",15,"22,15","78,45833333","2,208333333","18,4902",0,2023,"18490,2"
16/08/2023,32,"18,2","25,1","64,83333333","3,583333333","18,1818",0,2023,"18181,8"
17/08/2023,"32,5","20,6","26,55","58,54166667","4,25","18,5621",0,2023,"18562,1"
18/08/2023,"25,7","14,5","20,1","69,41666667",5,"4,1601","17,2",2023,"4160,1"
19/08/2023,"22,4","11,5","16,95","86,625","2,041666667","16,077","0,2",2023,16077
20/08/2023,"23,8",13,"18,4","88,25","1,916666667","7,3534",0,2023,"7353,4"
21/08/2023,"29,9","14,9","22,4","78,08333333","2,375","19,0553",0,2023,"19055,3"
22/08/2023,"32,8","21,8","27,3","64,33333333","5,125","16,0333",0,2023,"16033,3"
23/08/2023,"34,7","22,3","28,5","57,5","3,458333333","18,0608",0,2023,"18060,8"
24/08/2023,"29,9","22,2","26,05","64,22222222","2,444444444","4,8947",0,2023,"4894,7"
25/08/2023,"24,9","18,5","21,7","88,33333333","2,708333333","4,9956",0,2023,"4995,6"
26/08/2023,"23,8","12,7","18,25","66,66666667","3,958333333","18,6454",0,2023,"18645,4"
27/08/2023,"23,9","8,7","16,3",59,"2,291666667","19,7051",0,2023,"19705,1"
28/08/2023,"25,5","8,4","16,95","60,66666667","2,041666667","20,8868",0,2023,"20886,8"
29/08/2023,"25,9","15,1","20,5","62,375","2,416666667","14,9845",0,2023,"14984,5"
30/08/2023,"29,8","14,1","21,95","69,16666667","1,875","20,4331",0,2023,"20433,1"
31/08/2023,32,"18,3","25,15","63,66666667","2,458333333","18,5779",0,2023,"18577,9"
01/09/2023,"31,4","19,7","25,55","64,91666667","4,791666667","11,5692",0,2023,"11569,2"
02/09/2023,"27,8","17,5","22,65","77,54166667","4,375","6,3569",104,2023,"6356,9"
03/09/2023,"34,7","21,7","28,2","69,875","5,416666667","17,9835",0,2023,"17983,5"
04/09/2023,"31,8","17,1","24,45","70,83333333","4,25","7,2717","1,8",2023,"7271,7"
05/09/2023,"22,8",14,"18,4","80,75","2,833333333","14,5739",0,2023,"14573,9"
06/09/2023,"30,9","14,2","22,55","76,79166667","2,833333333","17,0866",0,2023,"17086,6"
07/09/2023,"29,1","19,8","24,45","66,54166667","5,708333333","5,8098",1,2023,"5809,8"
08/09/2023,27,"17,6","22,3","81,95833333","4,666666667","1,491","34,6",2023,1491
09/09/2023,"24,4","17,8","21,1","89,83333333","2,875","7,6664","2,8",2023,"7666,4"
10/09/2023,"29,9","18,4","24,15",80,"2,583333333","20,378",0,2023,20378
11/09/2023,"34,6","19,9","27,25","59,20833333","4,208333333","22,4817",0,2023,"22481,7"
12/09/2023,"35,5","23,1","29,3","49,33333333","4,708333333","16,4192","0,2",2023,"16419,2"
13/09/2023,28,"12,6","20,3","81,125","3,666666667","1,7763","14,4",2023,"1776,3"
14/09/2023,"20,5","11,4","15,95","78,08333333","3,333333333","21,5567","0,2",2023,"21556,7"
15/09/2023,"26,3","6,2","16,25","64,08333333","1,375","24,6335",0,2023,"24633,5"
16/09/2023,"31,7","13,4","22,55","51,875","3,916666667","23,7793",0,2023,"23779,3"
17/09/2023,"36,4","21,9","29,15","47,625","4,708333333","22,7635",0,2023,"22763,5"
18/09/2023,"35,3","21,5","28,4","52,625","4,208333333","19,3426","16,6",2023,"19342,6"
19/09/2023,32,"20,3","26,15","74,66666667","3,041666667","15,2772",0,2023,"15277,2"
20/09/2023,"34,5","19,8","27,15","73,29166667","1,833333333","19,9426",0,2023,"19942,6"
21/09/2023,"36,1",21,"28,55","61,16666667","2,666666667","22,3581",0,2023,"22358,1"
22/09/2023,"37,9","22,9","30,4","54,45833333","2,333333333","22,0213",0,2023,"22021,3"
23/09/2023,"38,4","23,2","30,8","55,70833333","3,166666667","21,9045",0,2023,"21904,5"
24/09/2023,"38,1","24,1","31,1","56,5","2,5","19,4991","4,2",2023,"19499,1"
25/09/2023,"37,5","23,4","30,45","60,33333333","2,625","20,1873",0,2023,"20187,3"
26/09/2023,"37,6","25,6","31,6","56,125","3,166666667","21,45",0,2023,21450
27/09/2023,32,"17,9","24,95","79,45833333","5,875","5,9745",0,2023,"5974,5"
28/09/2023,"28,4","12,1","20,25","72,16666667","2,125","22,0122",0,2023,"22012,2"
29/09/2023,"28,3","20,1","24,2","64,91666667","2,291666667","11,7138",0,2023,"11713,8"
30/09/2023,"30,5","21,1","25,8","70,66666667","1,458333333","16,5236",0,2023,"16523,6"
01/10/2023,"30,3","20,4","25,35","70,20833333",3,"20,2213",1,2023,"20221,3"
02/10/2023,"32,7",17,"24,85","55,125","1,75","24,9068",0,2023,"24906,8"
03/10/2023,"38,6",19,"28,8","52,875","2,916666667","20,399",0,2023,20399
04/10/2023,33,"22,5","27,75","72,95833333","4,458333333","13,6029",17,2023,"13602,9"
05/10/2023,23,"18,4","20,7","92,33333333","2,75","5,5767","3,2",2023,"5576,7"
06/10/2023,"37,4","19,5","28,45","76,75","2,833333333","22,2732",0,2023,"22273,2"
07/10/2023,"30,1","23,6","26,85","68,58333333","3,708333333","19,0062",0,2023,"19006,2"
08/10/2023,"23,6","18,4",21,"92,33333333","3,333333333","4,1546","15,2",2023,"4154,6"
09/10/2023,"27,5","14,5",21,"81,25","2,083333333","24,8416","0,2",2023,"24841,6"
10/10/2023,"32,7","12,6","22,65","67,33333333","2,791666667","26,1814",0,2023,"26181,4"
11/10/2023,"36,8","23,1","29,95","53,79166667","5,666666667","23,2167",0,2023,"23216,7"
12/10/2023,"31,5","19,1","25,3","81,625","4,708333333","9,3446",0,2023,"9344,6"
13/10/2023,"25,9","15,2","20,55","76,91666667","4,666666667","25,1228",0,2023,"25122,8"
14/10/2023,"30,1",17,"23,55","69,875","2,208333333","20,5733",0,2023,"20573,3"
15/10/2023,"34,9",20,"27,45","63,375","3,666666667","23,2061",0,2023,"23206,1"
16/10/2023,"38,8","25,3","32,05","56,75","3,958333333","24,5777",0,2023,"24577,7"
17/10/2023,"31,5","23,4","27,45","65,625","4,041666667","12,1032",0,2023,"12103,2"
18/10/2023,"33,6","20,1","26,85","71,625","2,166666667","17,7586",3,2023,"17758,6"
19/10/2023,"29,9","21,1","25,5","77,79166667","2,833333333","12,9329",2,2023,"12932,9"
20/10/2023,"28,2","19,2","23,7","82,58333333","3,083333333","15,7008",1,2023,"15700,8"
21/10/2023,"33,8","20,7","27,25","73,33333333","2,833333333","25,7619",0,2023,"25761,9"
22/10/2023,"34,5","22,1","28,3","56,875","3,75","25,3254",0,2023,"25325,4"
23/10/2023,36,"19,8","27,9","59,66666667","3,833333333","18,8868",0,2023,"18886,8"
24/10/2023,26,"20,4","23,2","86,29166667","3,791666667","3,8454","37,8",2023,"3845,4"
25/10/2023,"28,3","18,6","23,45","87,58333333","2,5","17,9057",0,2023,"17905,7"
26/10/2023,31,"19,1","25,05","79,33333333","2,916666667","23,2851",0,2023,"23285,1"
27/10/2023,"24,6","20,3","22,45","90,20833333","3,625","2,4184","55,6",2023,"2418,4"
28/10/2023,"25,7","20,6","23,15","89,25","5,125","6,679","40,4",2023,6679
29/10/2023,"32,8","19,9","26,35","87,20833333","3,5","20,8859","7,6",2023,"20885,9"
30/10/2023,"29,6","18,9","24,25","82,45833333","4,541666667","10,8802",5,2023,"10880,2"
31/10/2023,"28,6",19,"23,8","89,41666667","4,458333333","15,0327","33,6",2023,"15032,7"
01/11/2023,30,"21,5","25,75","86,375","2,916666667","17,0573",0,2023,"17057,3"
02/11/2023,"26,6","21,4",24,"89,29166667","4,708333333","6,6614","25,6",2023,"6661,4"
03/11/2023,"25,8","16,5","21,15","86,70833333","5,833333333","10,3361","25,2",2023,"10336,1"
04/11/2023,"22,1","12,8","17,45","71,29166667","3,916666667","24,6611",0,2023,"24661,1"
05/11/2023,"28,5","9,4","18,95","73,79166667","1,083333333","30,5684",0,2023,"30568,4"
06/11/2023,"31,7","14,4","23,05","69,66666667","1,833333333","28,872",0,2023,28872
07/11/2023,32,"17,9","24,95","61,04166667","3,25","29,3492",0,2023,"29349,2"
08/11/2023,34,"20,6","27,3","62,58333333","3,375","24,5651",0,2023,"24565,1"
09/11/2023,"29,5","22,1","25,8",82,"3,041666667","3,0635",17,2023,"3063,5"
10/11/2023,"32,8","20,8","26,8","79,70833333","3,458333333","25,9422",0,2023,"25942,2"
11/11/2023,35,24,"29,5","70,45833333","3,625","26,3885",0,2023,"26388,5"
12/11/2023,"35,7","25,3","30,5","67,5","3,25","21,9059",9,2023,"21905,9"
13/11/2023,"29,1","24,3","26,7","80,25","3,083333333","12,6297",0,2023,"12629,7"
14/11/2023,27,19,23,"89,125","2,958333333","4,5822","54,6",2023,"4582,2"
15/11/2023,"31,8","19,4","25,6","82,70833333","3,375","20,2846","4,2",2023,"20284,6"
16/11/2023,"34,9","26,1","30,5","72,66666667","3,625","16,0932",0,2023,"16093,2"
17/11/2023,"34,4","26,3","30,35","71,83333333","3,375","20,0531",0,2023,"20053,1"
18/11/2023,"32,6","20,8","26,7","67,70833333",4,"16,9783","2,8",2023,"16978,3"
19/11/2023,"30,7","19,5","25,1","81,70833333","2,083333333","25,4036",0,2023,"25403,6"
20/11/2023,"27,7","21,5","24,6","80,75","2,75","16,3913",0,2023,"16391,3"
21/11/2023,"32,4","21,7","27,05","78,04166667","2,833333333","26,8131",0,2023,"26813,1"
22/11/2023,"32,7","23,1","27,9","80,41666667","2,75","16,5673","24,2",2023,"16567,3"
23/11/2023,25,22,"23,5","92,08333333","2,125","5,0158","23,4",2023,"5015,8"
24/11/2023,"26,1","21,8","23,95","92,5","1,166666667","5,5676","3,4",2023,"5567,6"
25/11/2023,23,"18,4","20,7","90,5","2,25","5,259","34,6",2023,5259
26/11/2023,"24,5","18,6","21,55","92,66666667","1,833333333","9,1747","32,8",2023,"9174,7"
27/11/2023,24,"20,6","22,3","93,66666667","2,458333333","5,1114","19,4",2023,"5111,4"
28/11/2023,"25,2","21,1","23,15","92,875","2,291666667","8,6248","22,6",2023,"8624,8"
29/11/2023,"33,2","20,7","26,95","85,45833333","2,125","27,8219",0,2023,"27821,9"
30/11/2023,"34,3","23,2","28,75","82,04166667","1,916666667","28,3178",0,2023,"28317,8"
01/12/2023,"34,6","23,2","28,9","80,70833333","1,75","26,7072",0,2023,"26707,2"
02/12/2023,"34,3","23,1","28,7","78,79166667","2,583333333","22,3535",0,2023,"22353,5"
03/12/2023,34,23,"28,5","83,33333333","1,583333333","22,3234",0,2023,"22323,4"
04/12/2023,"30,7","21,7","26,2",84,"2,041666667","23,438","8,8",2023,23438
05/12/2023,"30,6","22,6","26,6","84,75","2,75","16,2265",0,2023,"16226,5"
06/12/2023,"29,6","22,9","26,25","86,04166667","3,083333333","16,8175","0,2",2023,"16817,5"
07/12/2023,"28,3","20,9","24,6","89,25","2,541666667","9,6538","16,8",2023,"9653,8"
08/12/2023,"29,5","20,6","25,05","84,70833333","1,75","24,7525","0,2",2023,"24752,5"
09/12/2023,32,"18,8","25,4","79,08333333","1,666666667","26,5653",0,2023,"26565,3"
10/12/2023,"27,2","20,6","23,9","89,41666667","2,166666667","5,1233",46,2023,"5123,3"
11/12/2023,30,"19,5","24,75","84,70833333","1,208333333","24,1006",0,2023,"24100,6"
12/12/2023,"31,7","19,6","25,65","81,58333333","2,083333333","29,3665",0,2023,"29366,5"
13/12/2023,"31,1","22,5","26,8","76,83333333","3,625","26,2071",0,2023,"26207,1"
14/12/2023,"33,5","23,4","28,45","73,29166667","3,041666667","25,9389",0,2023,"25938,9"
15/12/2023,"34,6","23,8","29,2","69,25","2,583333333","29,1084",0,2023,"29108,4"
16/12/2023,"36,2","20,9","28,55",69,"1,75","29,9784",0,2023,"29978,4"
17/12/2023,"35,2","23,5","29,35","69,54166667","2,541666667","28,7997",0,2023,"28799,7"
18/12/2023,"35,6","23,2","29,4","71,25","1,875","26,5976",0,2023,"26597,6"
19/12/2023,"32,6","21,9","27,25","78,875","1,666666667","21,6608",0,2023,"21660,8"
20/12/2023,32,"22,9","27,45","81,375","2,541666667","20,1089",0,2023,"20108,9"
21/12/2023,"32,7","22,9","27,8","73,19047619","1,571428571","27,8077",0,2023,"27807,7"
