Data,Tmax (°C),Tmin (°C),Tmed (°C),UR (%),Vel. Vento (m/s),Radiação solar (MJ/m²d),Chuva (mm),Ano,Radiação solar (KJ/m²d)
01/07/2021,"20,4","2,2","11,3","66,54166667","1,708333333","13,706",0,2021,13706
02/07/2021,"23,5",7,"15,25","62,83333333","1,5","13,6618",0,2021,"13661,8"
03/07/2021,"23,4","5,2","14,3","70,45833333","1,541666667","12,6171",0,2021,"12617,1"
04/07/2021,"25,4","5,7","15,55","67,75","0,875","12,1905",0,2021,"12190,5"
05/07/2021,"28,2","11,2","19,7","66,875","1,541666667","12,6808",0,2021,"12680,8"
06/07/2021,"26,4","9,9","18,15","64,625","1,875","12,966",0,2021,12966
07/07/2021,"25,4","10,8","18,1","62,5","2,166666667","12,8686",0,2021,"12868,6"
08/07/2021,"26,3",10,"18,15","63,5","1,458333333","12,9996",0,2021,"12999,6"
09/07/2021,"26,2","9,6","17,9","62,25","1,75","13,4896",0,2021,"13489,6"
10/07/2021,"27,2","11,7","19,45","60,5","1,916666667","11,7082",0,2021,"11708,2"
11/07/2021,"29,6","10,4",20,"67,20833333","1,291666667","12,7818",0,2021,"12781,8"
12/07/2021,"27,7","9,3","18,5","57,625","1,666666667","12,7772",0,2021,"12777,2"
13/07/2021,"28,3","13,5","20,9","54,13636364","1,863636364","7,4418",0,2021,"7441,8"
14/07/2021,"28,4","15,1","21,75","52,04166667","2,125","10,64",0,2021,10640
15/07/2021,"22,8","14,9","18,85","64,70833333","2,25","2,9276","14,8",2021,"2927,6"
16/07/2021,"16,1","10,9","13,5","89,125","1,833333333","3,4697","0,6",2021,"3469,7"
17/07/2021,"19,2","13,2","16,2","86,29166667","1,041666667","6,9238","0,4",2021,"6923,8"
18/07/2021,"13,4","6,6",10,"66,79166667","3,416666667","14,608",0,2021,14608
19/07/2021,15,"0,3","7,65","61,66666667","2,166666667","13,9449",0,2021,"13944,9"
20/07/2021,"18,3",0,"9,15","70,29166667","1,333333333","10,4625",0,2021,"10462,5"
21/07/2021,"24,8","7,5","16,15","60,375","1,5","13,4684",0,2021,"13468,4"
22/07/2021,"30,1","7,8","18,95","55,125","1,291666667","14,2995",0,2021,"14299,5"
23/07/2021,"30,4","9,5","19,95","45,83333333","1,541666667","14,12",0,2021,14120
24/07/2021,"30,6",15,"22,8","47,29166667","2,208333333","13,6309",0,2021,"13630,9"
25/07/2021,"31,6","17,9","24,75","45,04166667","2,5","13,551",0,2021,13551
26/07/2021,"31,6","18,4",25,"46,25","2,375","12,8723",0,2021,"12872,3"
27/07/2021,25,"8,7","16,85","74,16666667","4,25","5,0351","21,8",2021,"5035,1"
28/07/2021,"14,1","1,6","7,85","57,625","3,875","15,2878",0,2021,"15287,8"
29/07/2021,"12,6","-0,4","6,1","60,54166667","2,541666667","15,9178",0,2021,"15917,8"
30/07/2021,"19,4","-2,3","8,55","61,70833333","1,333333333","15,5101",0,2021,"15510,1"
31/07/2021,"20,1","4,3","12,2","58,08333333","1,541666667","8,57","0,4",2021,8570
01/08/2021,"21,8","9,9","15,85","72,5","1,25","11,4132","1,4",2021,"11413,2"
02/08/2021,"22,6","5,9","14,25","66,66666667","1,333333333","15,9165",0,2021,"15916,5"
03/08/2021,23,"3,2","13,1","59,45833333","1,458333333","16,1659",0,2021,"16165,9"
04/08/2021,"25,6","7,6","16,6","56,33333333","1,083333333","16,021",0,2021,16021
05/08/2021,"26,3","11,9","19,1","57,125","2,208333333","12,3595",0,2021,"12359,5"
06/08/2021,"28,6","16,2","22,4","53,25","2,291666667","13,4397",0,2021,"13439,7"
07/08/2021,"29,9","17,2","23,55","51,95833333","2,291666667","15,2496",0,2021,"15249,6"
08/08/2021,31,"15,7","23,35","51,08333333","2,25","15,6049",0,2021,"15604,9"
09/08/2021,32,"16,6","24,3","46,54166667","2,125","14,2305",0,2021,"14230,5"
10/08/2021,26,"13,1","19,55","77,70833333","2,916666667","2,4823",0,2021,"2482,3"
11/08/2021,"20,9","12,9","16,9","78,45833333","4,125","10,9096",0,2021,"10909,6"
12/08/2021,"17,6","11,7","14,65","76,625","2,25","4,5643","7,8",2021,"4564,3"
13/08/2021,16,"11,9","13,95","91,95833333",1,"2,3865",12,2021,"2386,5"
14/08/2021,"24,9","12,4","18,65","83,125","0,7916666667","13,8927","0,4",2021,"13892,7"
15/08/2021,"27,8",14,"20,9","74,54166667",1,"12,3091",0,2021,"12309,1"
16/08/2021,"31,9","14,6","23,25","68,25","0,8333333333","15,226",0,2021,15226
17/08/2021,"35,1","17,2","26,15","54,16666667","2,25","15,7844",0,2021,"15784,4"
18/08/2021,"36,1","19,2","27,65","42,25","2,166666667","15,8338",0,2021,"15833,8"
19/08/2021,"35,8","19,6","27,7","38,75","2,625","15,6867",0,2021,"15686,7"
20/08/2021,"33,3","20,2","26,75","38,5","1,708333333","12,7342",0,2021,"12734,2"
21/08/2021,"34,3","15,8","25,05","40,875","2,208333333","15,9121",0,2021,"15912,1"
22/08/2021,34,"16,5","25,25","37,20833333","2,208333333","16,0937",0,2021,"16093,7"
23/08/2021,"31,6","20,2","25,9","39,20833333","2,708333333","10,8523",0,2021,"10852,3"
24/08/2021,33,"23,1","28,05","43,79166667","1,875","6,9846",0,2021,"6984,6"
25/08/2021,"27,9","18,4","23,15","56,45833333",2,"5,9671","0,2",2021,"5967,1"
26/08/2021,"18,4","12,4","15,4","86,25","2,583333333","6,0136","12,2",2021,"6013,6"
27/08/2021,22,"7,3","14,65","84,375",1,"9,9012",0,2021,"9901,2"
28/08/2021,"26,5",12,"19,25","77,375","1,375","12,3508",0,2021,"12350,8"
29/08/2021,"29,5","14,3","21,9","69,08333333","1,583333333","18,0438",0,2021,"18043,8"
30/08/2021,"29,4","15,1","22,25","57,625","2,333333333","18,6202",0,2021,"18620,2"
31/08/2021,"31,1",17,"24,05","52,70833333","2,75","18,4803",0,2021,"18480,3"
01/09/2021,"31,7","16,9","24,3","48,41666667","2,875","18,6239",0,2021,"18623,9"
02/09/2021,"34,4","19,1","26,75","41,66666667","2,375","17,9617",0,2021,"17961,7"
03/09/2021,35,"15,6","25,3","45,91666667","1,458333333","16,9843",0,2021,"16984,3"
04/09/2021,"33,1","20,2","26,65","50,875","2,583333333","9,5021",4,2021,"9502,1"
05/09/2021,"31,5","17,6","24,55","71,08333333","2,875","18,6698","3,2",2021,"18669,8"
06/09/2021,"34,6","14,7","24,65","65,66666667","1,25","17,0833",0,2021,"17083,3"
07/09/2021,"36,5","22,8","29,65","48,75","2,333333333","17,088",0,2021,17088
08/09/2021,"30,2","17,2","23,7","64,5","2,416666667","6,6481",17,2021,"6648,1"
09/09/2021,"21,9","13,8","17,85","72,70833333","2,958333333","15,7053","0,8",2021,"15705,3"
10/09/2021,"23,4","7,7","15,55","65,54166667","1,833333333","20,2482","0,2",2021,"20248,2"
11/09/2021,"28,7","13,7","21,2","66,04166667","1,208333333","17,4434",2,2021,"17443,4"
12/09/2021,"33,9","18,1",26,"57,91666667","2,208333333","16,5051",0,2021,"16505,1"
13/09/2021,"37,4","25,4","31,4","45,375","2,625","15,3929",0,2021,"15392,9"
14/09/2021,"30,9","18,6","24,75","75,58333333","2,875","4,9604","21,4",2021,"4960,4"
15/09/2021,24,"16,3","20,15","84,25","3,333333333","11,5204","0,4",2021,"11520,4"
16/09/2021,"26,7","17,5","22,1","78,91666667","2,625","10,3776",0,2021,"10377,6"
17/09/2021,"31,6","17,2","24,4","64,125","1,791666667","15,684",0,2021,15684
18/09/2021,"36,4","19,1","27,75","58,70833333","1,666666667","18,0731",0,2021,"18073,1"
19/09/2021,"38,3","22,5","30,4","48,625","2,166666667","16,9947",0,2021,"16994,7"
20/09/2021,"39,5",22,"30,75","43,04166667","1,916666667","17,4141",0,2021,"17414,1"
21/09/2021,32,"20,9","26,45","60,70833333","3,958333333","11,1743",0,2021,"11174,3"
22/09/2021,"31,8","15,3","23,55","67,33333333","2,083333333","19,2599",0,2021,"19259,9"
23/09/2021,"28,1","17,3","22,7","47,95833333","2,041666667","14,7727",0,2021,"14772,7"
24/09/2021,30,18,24,"58,625","2,791666667","19,4784",0,2021,"19478,4"
25/09/2021,"32,6","13,7","23,15","52,20833333","2,041666667","23,2205",0,2021,"23220,5"
26/09/2021,"36,2","14,6","25,4","41,75","1,583333333","20,8029",0,2021,"20802,9"
27/09/2021,"35,9",20,"27,95","45,91666667","1,791666667","20,8061",0,2021,"20806,1"
28/09/2021,35,"20,2","27,6","47,54166667","2,333333333","13,7206",0,2021,"13720,6"
29/09/2021,"25,9","19,3","22,6","74,79166667","2,791666667","1,5907",9,2021,"1590,7"
30/09/2021,"33,2","17,6","25,4","71,45833333","1,583333333","14,5779",0,2021,"14577,9"
01/10/2021,"28,5",19,"23,75","73,45833333","2,625","3,748","30,2",2021,3748
02/10/2021,"20,9","17,1",19,"88,79166667","2,375","2,8282",29,2021,"2828,2"
03/10/2021,"20,8","17,4","19,1","91,75","1,916666667","1,7095",73,2021,"1709,5"
04/10/2021,"24,5","17,2","20,85","86,33333333","2,75","10,7074","22,6",2021,"10707,4"
05/10/2021,"29,9","14,1",22,"75,33333333","1,5","18,2019",0,2021,"18201,9"
06/10/2021,"33,4","20,8","27,1","71,70833333","1,916666667","13,9021","0,4",2021,"13902,1"
07/10/2021,"25,5","19,7","22,6","88,91666667","1,375","6,7432",18,2021,"6743,2"
08/10/2021,"28,9",21,"24,95","78,20833333","1,25","12,525",0,2021,12525
09/10/2021,"24,6","17,1","20,85","82,625","1,833333333","1,6135","44,4",2021,"1613,5"
10/10/2021,"25,8",17,"21,4","79,875","1,5","11,4982",0,2021,"11498,2"
11/10/2021,"29,7","18,7","24,2",68,"0,9583333333","17,0502",0,2021,"17050,2"
12/10/2021,"32,9","17,2","25,05","63,5","1,458333333","24,1052",0,2021,"24105,2"
13/10/2021,"33,6","17,1","25,35","52,91666667","2,5","23,5501",0,2021,"23550,1"
14/10/2021,"28,9","17,7","23,3","66,64705882","2,764705882","17,1925","3,8",2021,"17192,5"
15/10/2021,"23,5","18,6","21,05","84,33333333","2,583333333","3,5006",11,2021,"3500,6"
16/10/2021,"23,3","16,9","20,1","82,83333333","2,875","9,5995",0,2021,"9599,5"
17/10/2021,"25,5","16,4","20,95","81,5","1,541666667","10,9348",0,2021,"10934,8"
18/10/2021,"27,4","16,7","22,05","79,18181818",2,"14,2111",0,2021,"14211,1"
19/10/2021,"28,4","15,1","21,75","67,125","1,708333333","16,98",0,2021,16980
20/10/2021,"29,2","12,9","21,05",64,"1,5","25,3219",0,2021,"25321,9"
21/10/2021,"29,6","14,4",22,"56,39130435","1,652173913","23,0392",0,2021,"23039,2"
22/10/2021,"33,1","15,1","24,1","51,04166667","2,25","25,1404",0,2021,"25140,4"
23/10/2021,"28,3","15,9","22,1",60,"3,208333333","3,7474","52,8",2021,"3747,4"
24/10/2021,"23,9","16,2","20,05","77,125","4,083333333","21,1158","0,6",2021,"21115,8"
25/10/2021,"29,7","11,4","20,55","65,20833333","1,416666667","24,4558",0,2021,"24455,8"
26/10/2021,"32,7","15,4","24,05","60,08333333","1,375","21,3083",0,2021,"21308,3"
27/10/2021,"32,2","17,4","24,8","48,66666667","1,916666667","24,6418",0,2021,"24641,8"
28/10/2021,"35,9","17,3","26,6","53,375","1,833333333","25,1689",0,2021,"25168,9"
29/10/2021,"35,5","22,4","28,95",56,"2,291666667","24,2823",0,2021,"24282,3"
30/10/2021,"31,2","20,9","26,05","63,08333333","2,583333333","16,53",0,2021,16530
31/10/2021,"29,9","19,3","24,6","73,125","2,8125","19,616","8,8",2021,19616
01/11/2021,"30,6","17,8","24,2","67,95833333","1,875","24,7128",0,2021,"24712,8"
02/11/2021,"32,9","18,5","25,7","61,125","1,583333333","23,7556",0,2021,"23755,6"
03/11/2021,"34,9","19,2","27,05","59,79166667","1,5","25,0206",0,2021,"25020,6"
04/11/2021,"36,6","20,4","28,5","61,875","1,208333333","22,0877",0,2021,"22087,7"
05/11/2021,"34,5","20,2","27,35","67,45833333","2,291666667","16,4491","5,2",2021,"16449,1"
06/11/2021,"30,6","19,2","24,9","77,45833333","1,875","21,14","0,4",2021,21140
07/11/2021,"31,8","20,4","26,1","68,95833333","2,208333333","23,8777",0,2021,"23877,7"
08/11/2021,"29,8","20,8","25,3","67,41666667","2,5","19,0493",0,2021,"19049,3"
09/11/2021,"33,2","19,8","26,5","69,04166667","1,166666667","19,3992",0,2021,"19399,2"
10/11/2021,"29,1","20,4","24,75","64,54166667","1,458333333","13,4535","1,4",2021,"13453,5"
11/11/2021,"29,6","17,4","23,5","74,95833333","2,333333333","19,829","10,4",2021,19829
12/11/2021,"31,6","18,7","25,15","68,08333333","1,458333333","25,2065",0,2021,"25206,5"
13/11/2021,"29,5","18,7","24,1","61,08333333","1,875","24,5904",0,2021,"24590,4"
14/11/2021,31,"17,8","24,4","54,5","2,041666667","24,6086",0,2021,"24608,6"
15/11/2021,"33,7","19,2","26,45","57,91666667","1,916666667","20,9068",0,2021,"20906,8"
16/11/2021,35,"20,9","27,95","55,875","1,75","23,6414",0,2021,"23641,4"
17/11/2021,"30,6","20,7","25,65","74,875","2,333333333","16,8299","0,6",2021,"16829,9"
18/11/2021,"26,5","21,7","24,1","81,33333333","2,208333333","10,2766",0,2021,"10276,6"
19/11/2021,"27,8","17,6","22,7","75,54166667","2,916666667","18,7925",0,2021,"18792,5"
20/11/2021,"33,1","14,5","23,8","63,66666667","1,416666667","26,3752",0,2021,"26375,2"
21/11/2021,"33,9","17,8","25,85","58,54166667","1,708333333","26,2264",0,2021,"26226,4"
22/11/2021,"35,6","18,4",27,"53,04166667","1,75","27,2663",0,2021,"27266,3"
23/11/2021,"34,3","16,3","25,3","50,58333333","1,583333333","18,9668",0,2021,"18966,8"
24/11/2021,"36,6","18,2","27,4","58,125",1,"24,9263",0,2021,"24926,3"
25/11/2021,"36,4","20,7","28,55","63,45833333","2,125","17,8271","21,2",2021,"17827,1"
26/11/2021,"29,1","19,4","24,25","77,375","2,875","25,2723",1,2021,"25272,3"
27/11/2021,"29,1","15,4","22,25","71,70833333","1,875","26,8299",0,2021,"26829,9"
28/11/2021,"33,4",17,"25,2","75,41666667",2,"17,1383","9,2",2021,"17138,3"
29/11/2021,"26,9","19,5","23,2",74,"2,708333333","25,4734",0,2021,"25473,4"
30/11/2021,"28,6","14,5","21,55","66,16666667","2,041666667","27,8835",0,2021,"27883,5"
01/12/2021,"31,4","14,8","23,1","61,04166667","1,833333333","27,7255",0,2021,"27725,5"
02/12/2021,"32,8","17,8","25,3","58,70833333","1,666666667","27,3738",0,2021,"27373,8"
03/12/2021,"34,9","16,2","25,55","54,91666667","1,541666667","27,5259",0,2021,"27525,9"
04/12/2021,"35,1","19,4","27,25","54,5","1,916666667","26,6108",0,2021,"26610,8"
05/12/2021,"36,1",20,"28,05","57,54166667","1,708333333","26,5013",0,2021,"26501,3"
06/12/2021,"33,8","20,4","27,1","56,875","2,75","27,0086",0,2021,"27008,6"
07/12/2021,"32,5","17,5",25,"54,79166667","1,958333333","23,765",0,2021,23765
08/12/2021,"30,8","16,4","23,6","52,91666667","2,5","28,1452",0,2021,"28145,2"
09/12/2021,"32,4","15,4","23,9","52,58333333","1,791666667","27,4678",0,2021,"27467,8"
10/12/2021,"34,9","16,1","25,5","50,83333333","1,5","28,1317",0,2021,"28131,7"
11/12/2021,"36,5","17,8","27,15","47,91666667","1,625","22,8628",0,2021,"22862,8"
12/12/2021,"35,4","22,3","28,85","52,625","1,791666667","13,3313",0,2021,"13331,3"
13/12/2021,"32,3","22,6","27,45","69,375","1,416666667","14,853","3,8",2021,14853
14/12/2021,"34,4","22,1","28,25","73,83333333","1,041666667","21,8856","0,2",2021,"21885,6"
15/12/2021,"35,3","22,8","29,05","68,375","1,708333333","26,0726",0,2021,"26072,6"
16/12/2021,"37,3","22,3","29,8","64,70833333","2,291666667","26,7984",0,2021,"26798,4"
17/12/2021,"38,1","22,3","30,2","63,625","1,583333333","21,388","0,2",2021,21388
18/12/2021,"37,4","24,5","30,95","60,04166667","1,708333333","25,5155",0,2021,"25515,5"
19/12/2021,"36,6","23,2","29,9","55,875","1,416666667","26,7075",0,2021,"26707,5"
20/12/2021,"35,2","22,1","28,65","55,375","1,625","24,07",0,2021,24070
21/12/2021,"36,9","22,2","29,55","60,70833333","1,666666667","21,8674",0,2021,"21867,4"
22/12/2021,"37,1","21,1","29,1","62,625","2,125","24,9751",0,2021,"24975,1"
23/12/2021,"34,8","22,8","28,8","51,375","2,416666667","25,9144",0,2021,"25914,4"
24/12/2021,"34,1","20,1","27,1","43,79166667",2,"27,4727",0,2021,"27472,7"
25/12/2021,"35,8","20,6","28,2","50,66666667","1,625","27,2117",0,2021,"27211,7"
26/12/2021,"36,9","20,6","28,75","49,95833333","1,416666667","23,381",0,2021,23381
27/12/2021,"38,3",19,"28,65","51,5","1,291666667","27,6976",0,2021,"27697,6"
28/12/2021,"37,9","18,2","28,05","41,20833333","1,25","26,9947",0,2021,"26994,7"
29/12/2021,"37,9","22,3","30,1","47,41666667","2,208333333","23,045",0,2021,23045
30/12/2021,"34,9","19,8","27,35","60,79166667","2,583333333","25,7804",0,2021,"25780,4"
31/12/2021,"34,4","20,2","27,3",59,"2,208333333","23,8536",0,2021,"23853,6"
01/01/2022,"37,3","20,6","28,95","54,58333333","1,541666667","26,4638",0,2022,"26463,8"
02/01/2022,"39,3",24,"31,65","50,25","2,083333333","26,1031",0,2022,"26103,1"
03/01/2022,"30,6","18,7","24,65","76,875","2,291666667","4,3258","27,8",2022,"4325,8"
04/01/2022,"33,9","20,8","27,35","73,875","1,166666667","21,6649",0,2022,"21664,9"
05/01/2022,"33,3","21,7","27,5","66,83333333",2,"18,0667",0,2022,"18066,7"
06/01/2022,"34,4","19,8","27,1","61,04166667","2,625","24,7182",0,2022,"24718,2"
07/01/2022,"34,4","23,5","28,95","60,16666667","2,083333333","21,9656",0,2022,"21965,6"
08/01/2022,"33,6","20,2","26,9","63,66666667","1,958333333","25,6131",0,2022,"25613,1"
09/01/2022,"30,9","18,9","24,9","70,70833333","2,291666667","20,9965",20,2022,"20996,5"
10/01/2022,32,17,"24,5","62,66666667","1,833333333","24,0564",0,2022,"24056,4"
11/01/2022,"33,2","17,8","25,5",62,"1,291666667","23,5594",0,2022,"23559,4"
12/01/2022,"33,5","20,9","27,2","65,70833333","1,375","22,9196","20,6",2022,"22919,6"
13/01/2022,"31,9","21,5","26,7","68,125","1,625","17,059",0,2022,17059
14/01/2022,"32,7","23,8","28,25","68,29166667","1,791666667","15,6201",0,2022,"15620,1"
15/01/2022,"36,3","22,1","29,2","64,5","1,791666667","24,0712",0,2022,"24071,2"
16/01/2022,"37,8","23,8","30,8",57,"1,791666667","25,7287",0,2022,"25728,7"
17/01/2022,"37,9","22,6","30,25","54,91666667","2,166666667","26,5397",0,2022,"26539,7"
18/01/2022,"38,6","25,2","31,9","51,29166667","1,75","25,9475",0,2022,"25947,5"
19/01/2022,"37,1","22,6","29,85","58,66666667","1,708333333","22,0056","0,2",2022,"22005,6"
20/01/2022,"36,7","22,3","29,5","62,33333333","1,333333333","23,4703",0,2022,"23470,3"
21/01/2022,"36,8","19,9","28,35","65,25","1,958333333","25,4501","12,4",2022,"25450,1"
22/01/2022,38,"24,6","31,3","53,625","1,541666667","25,5467",0,2022,"25546,7"
23/01/2022,"39,9","24,1",32,"51,5","1,708333333","24,722",0,2022,24722
24/01/2022,"38,1","25,6","31,85","55,45833333","1,958333333","17,0783",0,2022,"17078,3"
25/01/2022,39,"23,7","31,35","64,58333333","1,416666667","18,9484",0,2022,"18948,4"
26/01/2022,"25,8","23,5","24,65","76,66666667",2,"0,2705",0,2022,"270,5"
27/01/2022,"29,8","22,5","26,15","77,35714286","1,571428571","9,8429","9,8",2022,"9842,9"
28/01/2022,"29,9","22,2","26,05","82,5","2,291666667","11,9166","1,4",2022,"11916,6"
29/01/2022,"31,5","20,4","25,95","75,29166667","1,583333333","15,448",0,2022,15448
30/01/2022,"33,3","20,9","27,1","68,70833333","1,916666667","20,7712",0,2022,"20771,2"
31/01/2022,"32,7","20,1","26,4","73,25","1,416666667","16,4865","1,4",2022,"16486,5"
01/02/2022,"35,7","19,9","27,8","61,75","1,041666667","22,2303",0,2022,"22230,3"
02/02/2022,"34,5","21,9","28,2","57,125","1,791666667","22,5606",0,2022,"22560,6"
03/02/2022,"32,1","21,1","26,6","70,875","1,583333333","11,2676","8,6",2022,"11267,6"
04/02/2022,"32,9","21,4","27,15","85,04166667","1,333333333","11,5631","25,2",2022,"11563,1"
05/02/2022,"25,2","19,7","22,45","90,125","1,375","8,1359","54,4",2022,"8135,9"
06/02/2022,"30,8","21,4","26,1","74,83333333","2,375","23,9961","6,4",2022,"23996,1"
07/02/2022,"29,5","16,2","22,85","52,45833333","3,541666667","26,5262",0,2022,"26526,2"
08/02/2022,"32,6","13,2","22,9","48,20833333","2,083333333","25,6311","0,6",2022,"25631,1"
09/02/2022,"33,2","17,1","25,15","53,95833333","1,375","23,0269",0,2022,"23026,9"
10/02/2022,"34,2","20,3","27,25","53,41666667","1,875","23,6961",0,2022,"23696,1"
11/02/2022,"35,4","21,1","28,25","51,875",2,"22,9071",0,2022,"22907,1"
12/02/2022,"35,3","21,6","28,45","53,04166667","1,583333333","23,1381",0,2022,"23138,1"
13/02/2022,"34,3","22,5","28,4","62,16666667","1,875","20,3297",0,2022,"20329,7"
14/02/2022,"34,3","19,8","27,05","60,125","1,666666667","22,2172",0,2022,"22217,2"
15/02/2022,"36,1","19,6","27,85","52,125","1,333333333","23,2043",0,2022,"23204,3"
16/02/2022,"37,8","18,4","28,1","47,45833333","1,375","23,432",0,2022,23432
17/02/2022,"35,8","21,4","28,6","53,08333333","1,875","19,2917",0,2022,"19291,7"
18/02/2022,"35,6","19,6","27,6","52,58333333","1,625","23,1199",0,2022,"23119,9"
19/02/2022,"35,3","20,7",28,"49,20833333","1,958333333","21,0701",0,2022,"21070,1"
20/02/2022,"35,2","22,2","28,7","52,20833333","2,041666667","17,7347",0,2022,"17734,7"
21/02/2022,"35,9","21,8","28,85","60,5","2,041666667","20,6916",0,2022,"20691,6"
22/02/2022,"36,5","22,1","29,3","63,95833333","2,083333333","19,9393",0,2022,"19939,3"
23/02/2022,36,"20,7","28,35","67,91666667","1,291666667","23,0814","0,6",2022,"23081,4"
24/02/2022,"38,6","22,8","30,7","59,91666667","1,708333333","21,2675",0,2022,"21267,5"
25/02/2022,"37,1","20,6","28,85","69,33333333","1,375","13,3972","51,6",2022,"13397,2"
26/02/2022,"35,6","20,4",28,"73,16666667",1,"22,9471","1,4",2022,"22947,1"
27/02/2022,"36,9","23,7","30,3","62,20833333","1,958333333","22,9112",0,2022,"22911,2"
28/02/2022,"34,8",24,"29,4","65,95833333","1,708333333","14,3498","5,4",2022,"14349,8"
01/03/2022,"32,7","22,1","27,4","76,75","1,875","15,749","10,2",2022,15749
02/03/2022,"31,1","21,8","26,45","79,29166667","0,625","13,5642","8,2",2022,"13564,2"
03/03/2022,31,"19,5","25,25","80,625","1,541666667","12,0183","17,8",2022,"12018,3"
04/03/2022,"32,5",20,"26,25","78,54166667","1,041666667","15,6108",0,2022,"15610,8"
05/03/2022,"34,3","21,1","27,7","68,875","1,583333333","21,6209",0,2022,"21620,9"
06/03/2022,"34,2","23,6","28,9","65,08333333","1,625","16,3109",0,2022,"16310,9"
07/03/2022,"35,8","23,1","29,45","61,20833333","1,625","21,3449",0,2022,"21344,9"
08/03/2022,"35,1","19,8","27,45",70,"2,708333333","15,9422","19,2",2022,"15942,2"
09/03/2022,"37,3","21,1","29,2",70,"1,041666667","20,4819","0,2",2022,"20481,9"
10/03/2022,"33,9","22,4","28,15","76,04166667","1,75","12,0682","9,8",2022,"12068,2"
11/03/2022,"22,9","20,2","21,55","91,29166667","1,375","3,1308","28,4",2022,"3130,8"
12/03/2022,"24,8","19,5","22,15","86,125","1,625","8,2253","0,2",2022,"8225,3"
13/03/2022,"28,1","19,7","23,9","81,625","1,541666667","14,875",0,2022,14875
14/03/2022,"27,5","17,9","22,7","72,625","2,166666667","22,1837",0,2022,"22183,7"
15/03/2022,29,"16,2","22,6","70,04166667","1,833333333","22,0222",0,2022,"22022,2"
16/03/2022,"33,4","17,6","25,5","68,70833333","1,208333333","20,6711",0,2022,"20671,1"
17/03/2022,"33,8","21,2","27,5","68,54166667","1,5","20,529",0,2022,20529
18/03/2022,"31,2","21,6","26,4","76,91666667","1,75","7,464","4,8",2022,7464
19/03/2022,"28,2","20,7","24,45","83,66666667","2,375","17,5619","4,6",2022,"17561,9"
20/03/2022,"29,6","17,3","23,45","80,58333333","2,333333333","20,1413",0,2022,"20141,3"
21/03/2022,"30,6","19,2","24,9","67,25","1,75","20,3731",0,2022,"20373,1"
22/03/2022,"30,4","19,9","25,15","59,91666667","2,291666667","16,8366",0,2022,"16836,6"
23/03/2022,"28,3","20,2","24,25","78,91666667","1,916666667","9,2724","13,6",2022,"9272,4"
24/03/2022,"28,5","18,4","23,45","80,04166667","2,583333333","3,8025","12,6",2022,"3802,5"
25/03/2022,"22,3","15,2","18,75","85,875","1,666666667","7,7504",54,2022,"7750,4"
26/03/2022,"25,6","11,8","18,7","72,79166667","1,125","21,0037",0,2022,"21003,7"
27/03/2022,"28,4","13,3","20,85","75,70833333","1,333333333","20,6084",0,2022,"20608,4"
28/03/2022,"32,4","14,8","23,6","72,125","0,5833333333","20,2542",0,2022,"20254,2"
29/03/2022,"32,6","19,4",26,"72,375","1,958333333","19,9161",0,2022,"19916,1"
30/03/2022,"28,6","18,8","23,7","78,375","2,166666667","10,572",8,2022,10572
31/03/2022,"22,6","11,8","17,2","71,45833333","4,416666667","16,9947",0,2022,"16994,7"
01/04/2022,"24,7","12,3","18,5","70,95833333","1,416666667","11,0452",0,2022,"11045,2"
02/04/2022,"27,6","16,3","21,95","76,375","0,8333333333","14,627",0,2022,14627
03/04/2022,"30,4","19,8","25,1","70,41666667","1,458333333","17,65",0,2022,17650
04/04/2022,"25,3","19,2","22,25","85,29166667","1,083333333","3,0854","36,4",2022,"3085,4"
05/04/2022,"27,9","17,3","22,6","85,625","1,083333333","10,4806","0,2",2022,"10480,6"
06/04/2022,"31,4","19,3","25,35","81,41666667","0,7083333333","14,9205",0,2022,"14920,5"
07/04/2022,"29,9","20,1",25,"84,25","1,791666667","7,8265","15,4",2022,"7826,5"
08/04/2022,"24,1","19,2","21,65","90,70833333","1,041666667","3,4684","1,2",2022,"3468,4"
09/04/2022,28,"16,7","22,35","86,625","0,75","13,5397",0,2022,"13539,7"
10/04/2022,"31,1","18,9",25,"77,95833333","1,375","12,8862",0,2022,"12886,2"
11/04/2022,"27,8","17,6","22,7","79,125","2,125","13,2419","39,8",2022,"13241,9"
12/04/2022,"23,3","18,6","20,95","88,25","1,5","4,6494","61,6",2022,"4649,4"
13/04/2022,"25,2","18,6","21,9","86,79166667","0,625","5,2174","0,2",2022,"5217,4"
14/04/2022,"24,1",17,"20,55","82,58333333","2,833333333","14,8074",0,2022,"14807,4"
15/04/2022,"23,3","8,9","16,1","72,25","1,458333333","19,3753",0,2022,"19375,3"
16/04/2022,"27,1","9,2","18,15",67,"1,208333333","18,7693",0,2022,"18769,3"
17/04/2022,"27,2","12,4","19,8","68,33333333","1,625","16,8119",0,2022,"16811,9"
18/04/2022,27,"12,8","19,9","70,16666667","1,166666667","18,0634",0,2022,"18063,4"
19/04/2022,29,"13,5","21,25","72,20833333","1,583333333","18,0023",0,2022,"18002,3"
20/04/2022,"29,9","12,7","21,3","71,625","1,166666667","16,2437",0,2022,"16243,7"
21/04/2022,"26,5","15,9","21,2","79,75","1,916666667","6,137",21,2022,6137
